@relation CBSB4SE_SUM-weka.filters.unsupervised.attribute.Remove-R1-10

@attribute INT-INT numeric
@attribute INT-FLOAT numeric
@attribute FLOAT-FLOAT numeric
@attribute BOOL-BOOL numeric
@attribute REF-REF numeric
@attribute REF-NULL numeric
@attribute VARVAR numeric
@attribute VAREXP numeric
@attribute VARMETHOD numeric
@attribute VARCONST numeric
@attribute VARARRAY numeric
@attribute EXPEXP numeric
@attribute EXPMETHOD numeric
@attribute EXPCONST numeric
@attribute EXPARRAY numeric
@attribute METHODMETHOD numeric
@attribute METHODCONST numeric
@attribute METHODARRAY numeric
@attribute CONSTCONST numeric
@attribute CONSTARRAY numeric
@attribute ARRAYARRAY numeric
@attribute NLp numeric
@attribute NNLp numeric
@attribute Nodes numeric
@attribute Edges numeric
@attribute CompCicl numeric
@attribute NPths numeric
@attribute PS numeric
@attribute NCtr numeric
@attribute NEl numeric
@attribute NCtt numeric
@attribute NVar numeric
@attribute NEx numeric
@attribute NMC numeric
@attribute NIC numeric
@attribute NIntC numeric
@attribute NEC numeric
@attribute NInt numeric
@attribute NFlt numeric
@attribute NNull numeric
@attribute NArr numeric
@attribute NStr numeric
@attribute NObj numeric
@attribute NLExp numeric
@attribute UPC numeric
@attribute Args numeric
@attribute Lob numeric
@attribute CLASS {RANDOM,GA}

@data
0,0,0,5,0,0.933333,0,0.571429,0,7.733333,0,0,0,0,0,0,2,0,0.933333,1.142857,0,3,1,39,56,22,22,18.409524,12.380952,41.84762,15.028571,20.876191,0,5.942857,0,3.942857,2,21.466666,5.714286,1.933333,1,0,10.304763,0,2,1,329,GA
0,0,0,13.952381,0,0,0,0.5,0,1,0,0,0,0,0,0,22.619047,0,0.428571,0,0,9,2,69,84,35,35,51.578572,24.547619,103.190475,25.47619,26.619047,0,51.095239,0,22.52381,28.571429,34.261905,0,7.666667,2.5,1.5,61.261904,0,6,16,589,RANDOM
0,0,0,1.25,0,0,0,0.5,0,1,0,0,0,0,0,0,1.25,0,0,0,0,1,0,9,10,4,4,5.75,2.75,11.25,5.75,4.25,0,1.25,0,0,0,7.25,0,0,0,0,0,0,1,0,48,GA
0,0,0,4.333333,0,0,0,0,0,1,0,0,0,0,0,0,3.333333,0,0,0,0,0,0,12,14,8,8,8.833333,4.333333,14.666666,4.333333,2.333333,0,8,0,8,0,8.666667,0,0,1.333333,0,6,0,0,0,81,RANDOM
0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0,1,0,19,19,10,10,14.5,6.25,33,10.5,2,1,19.5,1.5,0,18,7,0,1.75,7.25,0,18,0,0,2,169,GA
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,3,5,2,4,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,35,GA
0,0,0.7,2.3,1,3.6,1,0,0.7,5.05,0,0,0,0,0,0,4.8,0,0,0,0,0,0,37,53,25,25,15,11.55,27.799998,10.85,11.15,0,5.8,2.4,2.3,0.1,4.6,1.4,7.55,0.55,0,13.25,0,1,0,157,GA
0,0,0,0.666667,0,1,0,0,0.666667,1,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,9,8,6,6,5.333333,3.333333,12.333334,3.333333,5.333333,0,3.666667,0,0,3,6,0,1,0,0,4.666667,0,0,1,81,RANDOM
0,0,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,8,11,5,5,5,3.2,14.2,6.6,4.4,0,3.2,0,0,3.2,2.6,0,2,3.2,2.2,6.4,0,1,0,41,GA
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,5,6,3,3,3.666667,1.666667,9.333333,4.333334,1.666667,0,3.333333,0,0,3.333333,2,0,0.666667,2.666667,0,4,0,0,0,40,GA
0,0,0,6.566667,0,0,0,1.166667,0,1.133333,0,0,0.666667,0,0,0,7.4,0,0,0,0,4,2,30,36,14,14,20.633334,10.366667,61.466667,22.366666,12.1,0,27.000001,3.566667,0,21.766667,24.9,0,0,14.333333,0,26.900002,0,2,4,172,GA
0.764314,207752,0.034827,1.10925,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,3,0,0,0,0,2.8,0.666667,0,0,0,0,0,0,4.666667,0,0,0,0,2,0,34,43,22,22,23.266667,10.216667,37.65,6.833333,14.6,2.083333,14.133333,0,2.5,11.633333,10.666667,0,0,1.5,0.666667,23.4,0,2,3,266,GA
0,0,0,6,0,0,0,0.666667,0,3.75,0,0,0,0,0,0,9.5,0,0,0,0,4,2,52,65,24,24,33,15.916667,52.166664,21.25,17.833333,2,11.083333,0,0,11.083333,26.166668,0,1.5,19.916667,0,16.5,0,2,4,446,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,12,13,9,9,7,2.4,8.8,0.8,0.8,1.6,5.6,0,0,5.6,0,0,0.8,0.8,0,6.4,0,0,1,122,RANDOM
0,0,0,17.725806,0,1,0,0,0.258064,2,0,0,0,0,0,0,18.350806,0,0,0,0,10,5,96,152,76,76,52.601345,23.219306,92.354938,22.717474,16.769355,2.610435,50.257673,0,2.683064,47.074609,35.451613,0,2.625,1,0,49.301222,0,3,7,568,GA
0,0,0,1.8,0,1.4,0,0,0,1.4,0,0,0,0,0,0,1.8,0,0,0,0,0,0,19,18,11,11,10.6,4.6,11.4,5,3.2,1.4,1.8,0,0,1.8,3.6,0,1.4,2,0,3.2,0,0,7,103,GA
0,0,0,3,1,2.285714,1,0,0,2.285714,0,0,0,0,0,0,3,0,0,0,0,0,0,25,30,16,16,15.190476,7.619048,22.904761,8.285714,10.285714,1.333333,3,0,0,3,6,0,2.285714,5.714286,0,10.285714,0,1,6,201,GA
0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,9,9,13,6,12,5,7,0,0,0,0,0,8,0,2,0,0,2,0,0,2,200,GA
0.448067,76532,0.076488,1.133108,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,0,0,0,0,8.785714,0,1,0,1,0.642857,0,0,0,4.857143,0,0,0,0,3,2,57,70,31,31,34.738095,16.285714,64.642857,19.285714,38.857142,0,6.5,0,0,6.5,46.357141,0,1,6.5,1,8.785714,0,0,12,549,GA
0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,4,5,2,4,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,49,RANDOM
0,0,0,2.666667,0,0,0,0.5,0,0.666667,0,0,0,0,0,0,3.5,0,0,0,0,3,1,12,16,6,6,8.833333,4.666666,19.833334,6.833334,5.833334,0,7.166666,0,0,6.333334,10.666667,0,0,0,2,8.333333,0,0,0,59,GA
0,0,0,6.598148,0,0,0,0,0,2,0,0,1,0,0,1.5,31.968518,0,2.761111,0,0,5,0,130,179,87,87,70.977778,39.229629,111.498148,65.857408,4.666667,0,40.974074,38.316667,1.990741,0.666667,99.766665,0,4.972222,0,0,31.764815,0,3,3,704,RANDOM
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,GA
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2.5,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,59,RANDOM
0,0,0,0,0,2,0,0,0,2,0,0,0.25,0,0,0,0.5,0,0,0,0,1,0,15,16,7,7,8.916667,3.333333,7.083333,3,2.75,0.583333,0.75,0,0,0.75,1.75,0,2,0,0,2.75,0,0,1,65,GA
0,0,0,2.720497,1,2.586956,1,0,0,9.152174,0,0,0.428571,0,0,0,16.613872,0,0,0,0,3,0,92,150,67,67,31.60559,27.194617,65.491718,28.337475,17.391304,0,19.76294,11.238095,4.847826,2.677019,8.583851,0,22.47412,5.326087,5.28882,32.803313,0,1,0,352,GA
0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,6,6,5.75,2.5,5.5,1,3,0.5,1,0,0,1,0,0,1,0,0,4,0,0,0,59,GA
0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,5.909091,0,0,0,0,0,0,29,38,23,23,22.5,8.727273,25.545454,11.818182,5,1.818182,6.909091,1.909091,0,5,8,0,2.909091,8.909091,0,7.909091,0,1,3,209,GA
0,0,0,2.5,0,0,0,0,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,7,8,4,4,4,2.5,6,2.5,2.5,0,1,0,1,0,5,0,0,0,0,1,0,1,0,16,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.821429,0,0,0,0,0,0,28,49,30,30,11.214286,6.642857,22.678572,5.821429,5.821429,0.821429,10.214286,0,1,9.214286,6.928571,0,2.357143,0,0,12.571428,0,0,0,449,RANDOM
0,0,0,0.428571,0,0,0,0,0,0,0,0,0,0,0,0,1.571428,0,0.571429,0,0,0,0,13,25,14,14,6.071429,2.857143,8.142858,5.214286,0.214286,0.714286,2,0.214286,0,1.785714,1.071428,0,2.285714,0.928571,0,1.785714,0,1,1,101,GA
0,0,0,18.041486,0,0,0,0,0,0.583333,0,0,0,0,0,0,18.041486,0,0,0,0,1,0,70,72,41,41,24.958153,18.624819,89.874098,32.777418,21.763709,0,35.332972,0,0.818182,34.51479,37.249639,0,0,8.572872,0,38.471862,0,5,4,338,GA
0,0,0,0,0,0,1.75,3.22,0,15.812046,0.285714,0.08,0,4.785483,0,0,9.822791,0,0,0.78,0,9,3,208,321,145,145,57.402159,36.536035,122.625023,58.313545,53.720347,0,10.591131,0.243243,3.678572,6.669316,84.585679,0,5.16,8.919316,3.916667,22.003421,0,1,21,1349,GA
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.6,0,0,0,0,0,0,35,33,27,27,23,11.333333,17.133333,2.6,4.2,8.733333,1.6,0,0,1.6,0,0,2.6,1.6,0,5.8,0,0,6,116,GA
0,0,0,3.185185,1,1.62963,1,0,0,3.62963,0,0,0,1.296296,0,3.37037,4.518518,0,0,0,0,0,0,55,74,32,32,20.907408,13.814816,36.814816,12.037037,12.111112,0,12.666667,5.481482,1.925926,5.259259,14.185185,0,5.444444,0,0,17.185185,0,1,1,175,GA
0,0,0,0,0,0,2,1.5,0,1,0,0,0,0,0,0,0,0,0,1.333333,0,3,0,16,17,8,8,13.666667,5.833333,16.166667,5.166667,11,0,0,0,0,0,13.166667,0,0,0,0,0,0,0,2,48,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,3,1,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,20,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,12,12,6,6,11,4,15,5,5,0,5,0,1,4,7,0,1,0,0,7,0,0,2,138,GA
0,0,0,7.238095,0,0,0,0.333333,0,6.25,0,0,0.666667,0,0,0,11.595238,0,0,4.142857,0,6,1,85,99,49,49,54.011904,26.488095,94.535716,39.488096,30.261905,3.5,21.285714,0.571429,3,17.714286,46.619048,0,7.857143,11.821429,0.571429,34.202381,0,3,13,393,RANDOM
0,0,0,1.0625,0,0,0,0,0,0,0,0,0,0,0,0,2.0625,0,0,0,0,0,0,10,24,16,16,4.875,2.8125,14.625,3.125,5.1875,0.75,5.5625,0,0,4.5,2.125,0,1,0,0,9.6875,0,1,0,75,GA
0,0,0,19.536844,0,2,0,2.522222,0,6.910257,0,1.380952,3.343254,4.024878,0,1,48.695727,0,7.529762,0.541667,0,22,7,272,440,204,204,133.514438,76.935898,475.173472,201.192705,104.925396,0.987179,168.068189,33.746703,30.946734,103.374754,213.240661,0,4.75,116.197711,16.776282,208.754911,0,11,17,2250,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,2,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,14,GA
0,0,0,8.714286,0,2,0.428571,0,0,5.285714,0,0,0,0,0,0,9.666667,0,0,0,0,0,0,44,55,22,22,26.761905,15.380953,51,15.952381,23.238095,0,11.809524,0.666667,9.571429,0.571429,26.761905,0,2,0,0,21.238096,0,1,3,263,GA
0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,8,11,5,5,4.8,2.8,12.2,3.6,3.4,0,5.2,0,0,5.2,3.6,0,1,0.8,0,6.8,0,1,2,50,GA
0,0,5.722222,20.465033,0,0,0.8,5.140196,3.253595,5.026797,0,0.861765,1.268627,8.714706,0,0,22.598366,0,0.776471,4.540196,0,14,8,155,217,80,80,85.578431,52.980719,297.025498,131.315689,62.397386,0,103.312418,1.068627,46.360457,55.883334,173.920259,17.213072,4.540196,0,26.621569,92.101964,1,4,12,1172,GA
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2.5,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,19,GA
0.191205,74063,0.065385,1.092435,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,2.7,0,0,0,0.5,0,2.2,0,0,0,0,0,0,4.7,0,0,0,0,3,1,22,33,15,15,13.8,7.9,32.9,9.9,11.3,0.5,11.2,0,0,11.2,13.2,0,2,0.9,1.9,16.300001,0,0,5,196,RANDOM
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,4,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,6,13,RANDOM
0,0,0,3.538461,0,0.692308,0,0,0,0.692308,0,0,0,0,0,0,5.384615,0,0,0,0,1,0,22,30,13,13,10.153846,6.615385,28.153847,7.615385,1.923077,0.538462,18.076923,7.384615,4.384615,6,8.307693,0,2.538461,0,0,16.461538,0,0,0,155,GA
0,0,0,4.666667,0,0,0,0,0.666667,0,0,0,0,0,0,0,4.666667,0,0,0,0,3,0,14,15,7,7,13.333334,5.333333,22,4.666667,6,0,11.333334,0,0.666667,10.666666,9.333333,0,0,0,0,12.666667,0,2,0,82,GA
0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,4,4,2,2,4,1.5,9,1.5,0,0,7.5,1.5,1.5,4.5,3,0,0,0,0,6,0,1,0,20,GA
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,RANDOM
0,0,0,16.714286,0,0.833333,1,0,0.75,2.5,0,0,0,0.5,0,0,21.52381,0,0.285714,0,0,7,3,84,107,47,47,48.857143,26.559524,93.642856,29.357143,18.130953,0,46.154761,13.392857,3.52381,26.904762,42.714286,0,6.309524,1.428572,0,40.857143,0,3,14,450,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,RANDOM
0,0,0,1.666667,0,0,0,0,0,0,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,5,6,3,3,3.333333,1.666667,8.333333,3.333333,1.666667,0,3.333333,0,0,3.333333,3.333333,0,0,1.666667,0,3.333333,0,1,0,27,RANDOM
0,0,0,2.369565,0,0,0,0.586956,0,0.891304,0,0,0,0,0,0,16.478261,0,0,0,0,22,2,104,148,48,48,23.673914,17.956522,80.021736,35.869564,20.413044,0,23.73913,0,1.717391,22.02174,9.086957,0,14,16.73913,14.73913,40.195652,0,1,1,785,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,4,2,1,0,1,0,1,0,3,0,0,0,0,1,0,0,0,18,GA
0.015056,79315,0.244354,1.151825,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,6.988636,0,1,0,0,0,1,0,0,0,0,0,0,27.815909,0,0,0,0,8,3,105,129,61,59,57.432575,30.444697,130.021968,37.186363,48.283333,1.628788,42.923485,2.358333,26.697727,13.867424,18.852273,0,21.225,10.972727,0,82.593182,0,5,19,667,GA
0,0,0,1.666667,0,2,0,0,0,2,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,15,12,9,9,9.666667,4.666667,12.333334,5.333333,3.666667,1,2.333333,0,0,2.333333,3.333333,0,2,2.666667,0,4.333333,0,0,5,83,GA
0,0,0,8.066667,0,0,0,0,0,0,0,0,2.066667,0,0,0,15.066667,0,0,0,0,6,0,46,51,22,22,36.399999,17.133333,78.466669,28.6,10.8,0,39.066666,12.2,16.066667,10.8,45.733334,0,0,0,0,33.733336,0,0,5,307,GA
0,0,0,6.375,0,0,0,0,0,1,0,0,0,0,0,0,7.375,0,0,0,0,0,0,23,27,17,17,15.541667,8.708333,39.208333,23.125,1,0.333333,14.75,0,1,13.75,16.75,0,1,13.75,0,8.375,0,1,1,108,GA
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,6,3,3,3.666667,2,4,2,0,0,2,2,0,0,2,0,1,0,0,1,0,0,0,23,GA
0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,4,4,2,2,4,1.5,6,1.5,1.5,0,3,0,0,3,3,0,0,0,0,1.5,0,1,0,21,RANDOM
0,0,0,6.4,0,1,0,0,0,4,0,0.666667,0,2,0,0,4.733333,0,0,0,0,4,1,36,43,18,18,27.783333,12.9,40.766667,19.4,11.4,1.5,8.466667,0,0,6.466667,24.133333,0,2.333333,0,0,10.8,0,2,9,283,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,GA
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,4,6.5,2,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,59,GA
0.417613,70829,0.083668,1.033277,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,4.363636,1,3.818182,2.545454,0,0,7.818182,0,0,0,0,0,0,1.363636,0,0,0,0,0,0,41,43,21,21,22.227272,11.727272,28.454546,10,17.090909,0,1.363636,0,0,0.545455,13.818182,0,3.818182,0,0,10,0,0,1,198,GA
0,0,0,1.8,1,1.666667,1,0,0,1.666667,0,0,0,0,0,0,3.8,0,0,0,0,0,0,21,22,11,11,12.066667,6.466667,17.533333,6.266667,5.466667,0,5.8,3,2,0,3.6,0,3.666667,0,0,9.466667,0,1,2,84,GA
0,0,0,0,0,0,0,0,0,1.777778,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,9,2,1.777778,3.555556,1.777778,1.777778,0,0,0,0,0,3.555556,0,0,0,0,0,0,0,0,20,GA
0.577423,73793,0.063536,2.854932,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,4,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,28,GA
0,0,0,0,0,0,0,1.277778,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,22,28,15,14,16,6.611111,25.055556,7,14.611111,1.333333,2.111111,0,0,2.111111,17.555555,0,0,0,1.666667,0.222222,0,0,4,133,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,RANDOM
0,0,0,6.273809,0,3,2.333333,0,0.666667,7.666667,0,0,0,1.571428,0,0,3.607143,0,0,0.714286,0,2,0,60,67,33,33,41.714286,18.988095,52.583334,16.559524,23.892857,2.428571,9.702381,0,0,9.702381,29.404761,0,3,0.666667,2.428571,15.797619,0,1,7,270,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,GA
0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,2,0,0,0,0,1,0,7,7,4,4,6.5,2.5,10.5,4,1.5,0,5,0,1.5,3.5,5.5,0,0,1,0,4,0,0,0,61,GA
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,8,6,6,7,3,15,3,5,0,7,0,5,2,6,0,0,1,0,9,0,0,6,72,GA
0,0,0,17.208333,0,0,7.041667,5.3,2.4,0,0,0,0.666667,0,0,0.333333,26.091666,0,0,0,0,15,3,108,130,60,60,78.658334,41.833333,187.458334,34.358333,85.65,0,67.45,18.408333,18.791667,30.25,113,0,3.25,0,0,75.674999,0,3,18,561,GA
0,0,0,5.4,0,1,1,0.8,1.133333,3.666667,0,0.933333,0.4,0.866667,0,0,9.466667,0,0,0,0,3,0,61,80,32,32,35.416666,19.266667,115.8,19.466667,51.666667,1,43.666667,0,26.066667,17.600001,34.999999,10.066667,5.866667,3.333333,0,60.2,0,2,11,620,RANDOM
0,0,0,6.84127,1.571428,3,1.571428,0.4,0,4.8,0,0,0.888889,0,0,0,9.84127,0,0,0,0,2,0,59,72,36,36,34.034922,20.101587,65.536509,27.196826,19.292064,2.6,16.447619,0.6,2.952381,8.006349,28.695239,0,4.571428,1.6,0,24.380951,0,1,11,301,RANDOM
0,0,0,1.75,0,0.75,0,0,0,0.75,0,0,0,0,0,0,1.75,0,0,0,0,1,0,14,18,10,10,9.75,4,11.125,2.5,2.875,1.5,4.25,0,0.375,3.875,3.5,0,0.75,0,0,5.375,0,0,4,93,RANDOM
0,0,0,1.4,0,0,0,0.5,0,1,0,0,0.9,0,0,0,4.8,0,0.2,0,0,2,0,21,29,12,12,14.2,7.4,29.1,13.7,8.4,0,7,0,0,7,19.4,0,0.8,7.7,0,10.6,0,1,1,131,RANDOM
0,0,0,3.613636,0,0,0,0,0,3.238636,0,0,1.144231,0,0,1.769231,19.79662,0,3.757867,0,0,6,3,122,181,89,89,60.988636,34.16113,197.299536,72.429779,50.019231,4.454546,70.395979,11.871795,6.519231,52.004953,100.269524,0,4.281177,39.523893,0,73.058857,0,5,12,1114,GA
0,0,0,1.666667,0,0,0,0,0,0,0,0,0,0,0,0,2.333333,0,0,0,0,1,0,6,7,3,3,5.333334,2.333333,13,2.333333,0,0,10.666667,0,0,10.666667,3.333333,0,0.666667,0,0,9,0,0,0,30,GA
0,0,0,8.333333,1,0,1,0.5,2,2,1,0,0,1,0,0,9.333333,0,0,0,0,7,0,44,48,24,24,37.333334,16.833333,72.833331,14.666666,24.333333,0,33.833333,7.166667,5.333333,21.333333,28.5,0,0,2.333333,2,41.166666,0,2,7,236,GA
0,0,0,0.8,0,0,2,0,0,1,0,0,0,0,0,0,1.4,0,0,0,0,0,0,14,17,8,8,8.666667,4.6,21,3.2,8.4,0.2,9.2,0,1.2,8,5.6,0,1.6,3.2,0,12.8,0,0,3,104,GA
0.481418,75744,0.062091,1.325702,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0.300286,71895,0.012393,1.251631,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0.474006,75217,0.063744,1.233671,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,1.666667,0,0,0,0,0,0,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,4,4,3,3,2.666667,1.666667,5,1.666667,1.666667,0,1.666667,0,1.666667,0,3.333333,0,0,0,0,1.666667,0,0,0,19,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,4,1,2,0,1,0,1,0,0,0,1,0,0,3,0,0,0,13,RANDOM
0,0,0,11.444444,0,1.777778,0,0,0,3.777778,0,0,0,0,0,0,14.888889,0,0,0,0,3,0,57,67,32,32,39.5,18.666667,68.222221,18.777778,17.555555,0,31.888889,1.222222,7.888889,22.777778,27.666667,0,4.888889,2.666667,0,35.666666,0,3,3,320,GA
0,0,0,1.666667,0,0,0,0,0,0,0,0,0,0,0,0,2.333333,0,0,0,0,1,0,6,7,3,3,5,2.333333,15,3,3,0,9,0,0.666667,8.333333,4,0,0.666667,0.666667,0,9.666666,0,0,0,81,GA
0,0,0,2.266667,1,1.733333,1,0,0.466667,4.266667,0,0,0,0,0,0,3.366667,0,0,0,0,0,0,30,40,19,19,12.4,9.1,22.066666,8.633333,9.333333,0,4.1,1.5,1.333333,0.266667,5.466667,0,5.366667,1.8,0,10.233334,0,1,0,118,GA
0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,14,15,6,6,9.5,3.25,6.25,3,1,0.25,2,2,0,0,4,0,1,0,0,1,0,0,1,70,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,RANDOM
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.333333,0,0,0,0,0,0,7,8,5,5,5.166667,2.333333,4.666667,2.333333,1,0,1.333333,1.333333,0,0,2.666667,0,1,1,0,1,0,0,0,25,RANDOM
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,4,1,2,0,1,0,0,1,3,0,0,0,0,1,0,0,0,34,GA
0,0,0,4.339286,0,1,0,1.339286,0,4,0,0,0.333333,0,0,0,5.672619,0,2.089286,0,0,6,2,45,57,24,24,30.851191,14.720238,59.660715,23.125,8.904762,1.285714,26.345239,4.446428,0,21.898809,25.732143,0,2.333333,5.553572,4.446428,26.238095,0,3,3,413,GA
0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,10,10,12.5,5,7,2,2,3,0,0,0,0,2,0,1,0,0,1,0,0,4,87,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,4,4,2,2,4,1.5,5,1.5,1.5,0,2,0,0,2,0,0,1.5,0,0,3.5,0,0,0,19,GA
0,0,0,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,11,11,13,5.333333,10.333333,5,5,0.333333,0,0,0,0,2,0,4,0,0,4,0,0,3,71,GA
