@relation 10PCK-weka.filters.unsupervised.attribute.Remove-R1-8

@attribute CBO numeric
@attribute WNC numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute RFC numeric
@attribute LCOM numeric
@attribute NOM numeric
@attribute NOPM numeric
@attribute NOSM numeric
@attribute NOF numeric
@attribute NOPF numeric
@attribute NOSF numeric
@attribute NOSI numeric
@attribute LOC numeric
@attribute CLASS {GA,RANDOM}

@data
5,17,2,0,11,22,9,9,0,3,0,0,0,90,GA
7,80,1,0,64,309,27,14,1,8,0,2,12,891,GA
5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
1,7,1,0,0,1,3,2,1,1,0,0,0,74,GA
7,6,3,0,2,1,3,3,0,5,0,0,0,55,GA
6,5,2,0,6,6,4,3,0,0,0,0,2,55,GA
7,11,1,0,16,0,1,1,1,0,0,0,1,131,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
27,30,1,0,55,406,29,1,0,0,0,0,0,136,GA
3,21,1,0,23,9,7,5,1,5,0,2,4,203,GA
5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
28,85,1,1,99,1001,83,81,0,13,0,0,0,654,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
2,2,2,0,0,0,2,2,0,2,2,0,0,20,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
3,6,1,7,3,4,4,4,0,1,0,0,0,61,GA
5,18,3,0,19,16,8,6,0,4,4,2,4,90,GA
13,18,1,0,38,0,9,4,1,6,0,0,13,255,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
5,19,2,1,7,0,6,6,0,3,0,0,0,106,RANDOM
12,51,1,0,59,114,17,7,13,5,0,3,31,359,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,3,1,0,11,1,2,2,0,0,0,0,2,46,GA
10,13,2,0,10,62,9,9,0,4,0,0,0,149,RANDOM
7,13,1,0,6,39,11,10,5,11,8,10,2,78,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
2,32,1,0,24,68,20,20,0,12,6,1,1,206,GA
13,25,1,0,51,118,16,5,3,3,0,3,7,262,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
5,18,1,0,25,6,4,4,4,0,0,0,4,98,GA
12,46,1,0,43,118,25,19,2,3,0,1,6,222,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
7,12,1,0,6,18,9,2,0,3,1,0,1,241,GA
1,8,1,0,5,0,5,3,1,3,0,1,1,284,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
9,5,2,0,8,2,4,4,0,2,0,0,0,66,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
1,16,1,0,8,6,8,7,0,2,0,0,0,144,RANDOM
5,3,4,1,1,1,3,2,0,1,0,0,0,82,GA
2,12,2,0,6,6,8,8,0,3,0,2,2,114,GA
2,8,5,0,20,17,5,2,0,9,0,0,2,98,RANDOM
3,10,1,0,12,4,4,4,0,2,0,0,2,68,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
5,5,2,0,2,10,5,5,0,0,0,0,0,36,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
6,9,1,0,7,9,4,3,0,2,0,1,2,69,RANDOM
3,43,9,0,41,533,35,35,0,13,5,5,2,338,GA
5,22,1,0,28,1,6,3,0,2,0,0,4,222,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
19,38,1,1,1,595,38,38,0,19,1,0,0,368,RANDOM
6,13,1,0,20,9,4,2,3,2,0,2,3,131,RANDOM
4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
2,13,1,3,7,15,6,4,0,0,0,0,0,90,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
16,16,1,0,40,1,2,2,1,1,0,1,0,85,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
15,30,1,1,1,351,30,30,0,15,1,0,0,296,RANDOM
3,21,4,0,15,24,9,8,0,1,0,0,3,101,GA
2,69,6,0,67,431,30,17,1,24,0,7,7,719,RANDOM
0,37,1,0,22,555,35,35,0,7,0,0,2,288,GA
3,25,1,0,19,1,2,2,0,11,11,11,20,161,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
2,17,1,0,7,38,16,16,0,4,0,0,4,63,GA
5,10,1,0,7,0,9,9,0,1,0,0,0,85,GA
7,15,1,0,19,28,8,7,7,0,0,0,0,116,RANDOM
1,4,1,0,3,1,2,2,0,0,0,0,0,21,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
0,12,1,0,0,54,12,12,0,7,0,1,0,116,RANDOM
6,50,1,0,0,484,44,44,0,28,0,0,0,950,GA
0,13,1,0,22,28,8,8,8,0,0,0,7,85,GA
4,3,1,0,2,3,3,3,0,0,0,0,0,22,RANDOM
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
5,11,2,0,12,10,8,8,0,4,0,0,8,114,RANDOM
3,25,4,0,32,50,13,1,5,6,0,0,12,157,RANDOM
2,28,1,0,9,56,17,15,1,8,4,4,1,205,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,GA
2,21,1,0,10,15,6,3,5,1,0,1,6,165,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
3,5,1,136,2,4,4,4,0,1,0,0,0,55,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
3,2,2,0,1,0,2,2,0,1,0,0,0,24,GA
10,40,5,0,82,76,12,10,3,20,3,3,13,283,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
10,23,5,0,35,16,9,8,0,2,0,0,0,141,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
14,68,1,0,69,918,49,22,0,14,0,1,4,261,GA
2,13,1,0,13,5,6,5,0,4,0,0,0,109,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
4,17,1,0,3,0,11,10,0,2,0,0,0,119,GA
10,35,17,0,79,126,13,7,1,22,3,1,77,571,GA
8,15,1,0,8,8,8,8,3,4,0,1,0,89,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
10,12,1,0,17,6,4,4,0,1,0,1,2,81,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
2,4,2,0,8,6,4,4,0,0,0,0,2,58,RANDOM
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
1,3,1,0,2,0,2,2,0,1,1,0,0,21,GA
0,1,3,0,0,0,1,1,0,1,0,1,0,33,RANDOM
15,70,7,0,101,319,17,7,2,17,0,5,14,514,GA
8,12,1,0,4,10,12,12,0,4,0,0,0,31,GA
3,1,2,0,3,0,1,1,0,4,0,4,0,50,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,13,1,0,6,39,11,10,5,17,14,16,2,84,GA
3,9,1,0,13,4,5,3,0,8,0,0,0,50,GA
6,4,2,0,3,6,4,3,0,0,0,0,1,52,GA
3,38,2,0,29,10,5,5,0,0,0,0,6,166,GA
1,6,2,0,4,0,1,1,0,0,0,0,0,60,GA
0,12,1,0,7,0,3,2,0,23,0,14,0,137,GA
7,5,1,1,4,1,3,3,0,1,0,0,1,66,GA
1,23,1,0,16,10,12,8,7,6,0,3,60,194,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
1,8,1,0,0,20,8,8,0,4,0,0,0,131,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
2,5,2,0,7,0,2,2,0,2,0,0,0,48,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
5,3,4,1,1,1,3,2,0,1,0,0,0,82,GA
5,22,2,0,48,36,12,11,0,6,0,0,0,181,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
14,28,1,1,1,300,28,28,0,14,1,0,0,278,RANDOM
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
3,6,5,0,24,0,2,2,0,2,0,1,2,106,GA
6,2,2,0,0,1,2,2,1,1,0,1,0,80,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
3,10,6,0,14,1,2,2,0,3,0,3,0,71,RANDOM
8,16,1,1,1,78,16,16,0,8,1,0,0,170,GA
8,16,1,2,1,78,16,16,0,8,1,0,0,170,GA
10,12,1,0,10,43,10,9,4,2,0,0,7,88,GA
0,6,1,0,0,3,6,6,0,3,0,1,0,26,GA
7,16,1,0,8,26,9,7,2,4,0,1,0,163,GA
4,34,3,0,19,0,18,18,0,1,0,0,4,261,GA
3,1,1,0,1,0,1,1,0,1,0,0,0,26,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
6,3,1,0,0,3,3,3,0,0,0,0,0,54,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
1,27,1,0,9,0,14,13,1,4,0,1,3,111,RANDOM
10,32,2,0,25,266,24,23,0,5,0,0,2,157,RANDOM
7,15,6,0,36,2,5,5,1,9,0,0,2,149,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
7,32,2,0,34,25,11,1,0,10,0,7,2,356,GA
1,12,4,0,13,6,4,1,3,2,0,2,9,79,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
5,7,1,0,1,7,7,2,0,3,0,0,0,91,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
32,156,2,0,45,0,26,23,2,5,0,1,2,1384,GA
4,22,5,0,15,14,10,8,0,5,0,1,1,169,RANDOM
1,8,1,0,1,0,4,4,0,6,6,0,0,62,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,1,5,0,0,0,1,1,0,1,0,1,0,23,RANDOM
11,115,6,0,160,815,29,18,0,37,0,0,27,714,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,4,1,0,1,6,4,3,3,2,1,2,1,48,GA
1,19,1,0,14,0,9,4,5,3,1,1,5,85,RANDOM
3,11,1,0,3,47,11,11,0,5,0,1,0,71,GA
2,7,1,2,10,7,6,5,0,4,0,0,0,57,GA
0,14,1,0,4,37,11,11,0,8,0,0,0,75,RANDOM
4,26,1,0,12,279,26,24,2,21,0,0,22,137,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
1,16,3,0,19,29,10,10,0,3,0,0,0,82,RANDOM
1,7,1,0,0,8,5,5,0,4,0,0,0,155,GA
2,88,1,0,50,21,21,20,0,13,1,3,8,387,GA
9,148,2,0,85,256,24,16,0,1,0,1,35,491,RANDOM
1,8,1,0,3,11,7,7,0,3,0,0,0,50,GA
1,5,1,0,0,3,3,3,0,3,0,0,0,125,GA
1,3,1,0,0,0,3,3,0,5,3,3,0,51,GA
5,25,1,1,24,0,25,25,0,1,0,0,0,168,RANDOM
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
0,5,1,0,2,1,3,3,0,1,0,0,1,60,GA
4,5,4,0,6,10,5,3,0,0,0,0,0,54,GA
5,10,1,43,1,21,10,10,0,5,1,0,0,116,RANDOM
7,12,1,0,16,21,7,2,0,2,0,2,12,112,GA
0,4,3,0,0,4,4,4,0,1,0,0,0,59,GA
5,29,1,0,12,111,22,22,1,4,0,0,0,268,GA
2,3,2,0,1,0,2,2,0,2,0,0,0,31,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
3,6,1,1,1,3,6,6,0,3,1,0,0,80,RANDOM
3,21,2,0,14,108,21,16,0,3,0,0,0,87,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,5,1,0,1,0,5,5,0,1,0,0,0,42,GA
0,6,1,0,3,2,4,3,1,2,0,0,1,63,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
10,48,1,1,48,8,20,13,1,4,0,1,2,477,RANDOM
7,22,1,0,12,53,14,14,3,7,0,1,0,136,RANDOM
2,3,3,0,1,1,2,1,0,1,0,1,0,67,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,GA
3,17,1,0,9,59,15,15,0,9,0,1,2,128,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
4,31,1,0,26,0,30,27,0,2,0,0,0,414,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
21,23,1,0,17,65,17,15,1,7,0,0,2,162,RANDOM
24,58,3,0,33,769,36,29,1,9,0,0,8,364,GA
4,11,1,0,2,0,6,6,0,3,0,0,0,75,RANDOM
2,14,1,0,22,8,9,3,0,22,0,9,4,123,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
1,6,1,0,6,0,3,2,1,2,0,1,3,64,GA
5,18,2,0,19,0,7,7,0,4,0,2,9,200,GA
9,8,1,0,4,0,5,4,0,3,0,0,0,94,RANDOM
2,0,1,0,0,0,0,0,0,2,2,0,0,14,GA
4,2,1,0,2,0,2,2,0,2,0,1,0,32,GA
2,4,1,0,6,0,1,1,0,0,0,0,1,23,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
2,44,1,0,2,597,39,39,0,12,11,0,0,331,GA
2,8,1,0,6,0,8,6,0,2,0,0,3,54,GA
15,30,5,0,36,27,14,12,0,2,0,0,0,206,GA
3,6,1,0,0,13,6,6,0,1,0,0,0,47,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
5,9,1,0,17,2,4,3,0,5,0,0,2,60,GA
2,7,3,2,12,8,5,3,0,1,0,0,1,63,GA
3,5,4,0,2,1,3,2,1,2,0,1,1,32,GA
1,1,1,0,3,0,1,1,0,1,0,1,2,21,RANDOM
0,2,1,0,0,0,2,1,0,1,0,0,0,57,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,9,1,0,17,1,2,2,0,2,0,0,0,54,GA
8,41,8,0,56,377,24,17,1,24,1,3,16,520,GA
16,32,1,1,1,406,32,32,0,16,1,0,0,314,RANDOM
1,1,2,0,0,0,1,1,0,0,0,0,0,9,GA
8,21,1,0,22,4,5,2,0,1,0,0,1,105,RANDOM
1,2,2,1,1,1,2,2,0,0,0,0,0,40,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
3,9,1,0,5,14,7,6,0,2,0,0,1,62,RANDOM
3,8,6,0,20,4,4,2,0,6,0,4,0,100,GA
6,5,2,0,6,6,4,3,0,0,0,0,2,55,GA
1,20,1,0,11,74,13,13,0,2,0,0,0,153,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
5,2,2,0,0,1,2,2,0,0,0,0,0,12,GA
12,43,3,0,32,24,12,7,0,8,0,1,8,275,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
7,18,1,0,9,19,10,10,3,5,0,1,0,108,RANDOM
5,51,1,0,41,68,17,15,4,10,2,5,14,623,GA
2,11,1,0,18,21,5,2,2,0,0,0,13,145,GA
10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
7,6,2,0,7,0,3,1,1,2,0,0,2,70,RANDOM
2,5,2,0,5,0,3,3,0,1,0,0,0,29,RANDOM
1,0,2,0,0,0,0,0,0,0,0,0,0,4,GA
10,61,1,0,68,190,20,14,20,2,0,2,30,654,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
7,63,3,0,39,300,25,10,0,0,0,0,5,381,GA
3,8,2,0,14,0,2,2,0,2,0,0,0,54,GA
5,18,3,0,19,4,4,4,0,1,1,1,2,198,RANDOM
0,16,6,0,36,78,8,2,0,17,0,0,0,239,GA
7,14,1,0,24,0,3,3,0,3,0,0,0,99,RANDOM
7,25,1,2,14,18,9,4,0,3,0,1,1,117,GA
0,3,1,0,0,0,3,3,0,3,0,1,0,37,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
4,5,2,0,6,6,4,4,0,0,0,0,2,101,RANDOM
2,18,6,0,34,0,3,3,0,10,0,1,1,142,GA
13,22,1,0,11,26,7,5,0,4,0,0,5,205,GA
3,78,1,0,27,13,14,8,1,13,0,1,13,311,GA
6,16,1,0,33,0,7,2,0,5,0,3,9,278,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
4,2,4,0,0,1,2,2,0,1,1,0,0,28,GA
0,25,1,0,4,1,2,1,2,0,0,0,13,69,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
2,12,1,0,9,1,2,2,2,0,0,0,2,60,GA
10,38,2,0,34,74,16,7,0,2,1,1,1,351,GA
15,30,1,1,1,351,30,30,0,15,1,0,0,296,RANDOM
2,4,1,1,1,0,4,4,0,2,1,0,0,62,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
6,34,2,0,63,20,8,4,1,5,0,1,17,213,GA
4,10,2,0,2,25,10,10,0,1,0,0,0,97,RANDOM
6,16,1,1,16,26,8,3,0,1,0,0,4,100,GA
1,10,1,0,0,33,10,10,0,2,0,0,0,34,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,GA
6,10,1,2,1,45,10,10,0,0,0,0,0,49,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
6,8,6,0,12,4,5,5,1,1,0,0,1,90,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
18,58,10,0,27,506,45,22,3,15,0,6,6,434,GA
5,35,1,1,20,242,25,24,0,13,0,0,0,278,RANDOM
16,7,2,0,7,0,3,1,1,2,0,0,2,90,RANDOM
9,52,1,0,27,221,27,27,3,13,0,1,9,428,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,19,1,0,10,19,11,11,3,5,0,1,0,146,RANDOM
7,2,2,0,4,0,1,1,0,0,0,0,1,37,RANDOM
4,9,3,0,10,6,4,4,0,2,0,1,0,67,GA
1,3,1,0,0,0,3,3,0,2,0,0,0,48,GA
9,19,1,0,11,19,11,11,3,5,0,1,0,144,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
8,112,1,0,60,1586,60,60,0,20,0,0,4,403,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
1,9,1,0,0,36,9,9,0,0,0,0,0,134,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
0,0,1,5,0,0,0,0,0,1,1,0,0,6,GA
15,27,1,0,61,12,16,10,0,17,0,0,11,375,RANDOM
12,30,1,0,14,91,19,19,0,2,0,0,2,126,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
0,3,1,0,4,0,1,1,1,1,0,1,2,31,GA
9,9,1,0,16,1,2,2,0,0,0,0,0,59,GA
18,51,5,0,31,330,28,17,5,8,0,3,12,259,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,93,1,0,51,590,37,26,1,6,0,0,11,473,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
27,73,2,0,59,439,34,23,3,9,0,2,17,442,RANDOM
3,7,2,0,6,1,2,2,0,1,0,0,4,31,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
1,11,5,0,18,17,5,2,0,10,0,0,3,107,GA
9,29,1,0,15,33,15,15,3,5,0,1,6,176,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
4,43,3,0,36,24,21,20,0,15,1,1,6,292,RANDOM
3,2,2,0,2,0,2,2,0,2,0,0,0,19,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
9,14,1,0,17,3,3,2,0,0,0,0,1,161,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,10,1,1,10,45,10,10,0,0,0,0,9,84,GA
4,36,2,1,18,75,15,14,0,2,0,0,1,277,GA
2,4,1,1,1,0,4,4,0,2,1,0,0,62,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,3,2,0,8,0,2,2,0,1,0,0,0,32,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
0,1,3,0,0,0,1,0,0,1,1,1,0,62,GA
2,6,1,0,10,6,4,4,1,0,0,0,9,85,RANDOM
12,23,1,0,40,50,13,7,2,2,0,0,6,214,GA
1,6,1,0,12,0,1,1,0,0,0,0,0,51,GA
13,58,1,0,43,180,28,22,1,3,0,0,3,319,RANDOM
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
6,38,1,0,24,150,24,23,0,3,0,0,2,162,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
2,11,1,2,0,25,11,11,0,5,0,0,0,55,GA
3,5,1,0,5,0,4,4,0,3,0,0,0,32,GA
5,151,1,0,62,75,19,3,0,7,0,0,2,580,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
12,31,1,0,27,98,16,9,0,18,0,0,3,163,RANDOM
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
9,4,3,0,8,1,2,1,0,0,0,0,0,75,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
15,30,1,1,1,351,30,30,0,15,1,0,0,296,RANDOM
0,0,1,0,0,0,0,0,0,0,0,0,0,3,GA
6,8,1,0,7,0,1,1,0,0,0,0,0,66,GA
0,2,3,0,0,1,2,2,0,0,0,0,0,35,RANDOM
16,32,1,1,1,406,32,32,0,16,1,0,0,314,RANDOM
17,34,1,1,1,465,34,34,0,17,1,0,0,332,RANDOM
4,11,1,0,3,0,6,5,1,2,0,0,0,105,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
3,4,2,0,4,1,2,2,0,1,0,0,0,37,GA
1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
4,14,1,0,20,7,5,5,1,4,0,0,2,73,GA
1,17,1,0,2,58,13,13,0,6,0,0,0,155,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
2,2,2,0,2,1,2,1,0,0,0,0,0,14,GA
2,9,1,2,9,0,7,4,0,3,0,0,0,97,GA
5,17,1,0,11,1,2,1,0,0,0,0,0,121,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
0,1,5,0,0,0,1,1,0,0,0,0,0,56,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
5,8,1,0,10,4,4,4,0,2,0,1,1,51,RANDOM
10,13,2,0,8,62,9,9,0,4,0,0,0,147,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
1,7,1,0,2,4,4,3,2,1,0,0,1,72,GA
6,3,1,0,8,1,2,2,0,0,0,0,1,42,GA
0,2,1,0,2,1,2,2,0,0,0,0,0,14,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
3,9,2,4,8,3,6,5,0,1,0,0,0,48,GA
1,21,11,0,49,184,5,3,0,1,0,0,30,197,GA
6,13,2,0,21,6,4,2,0,0,0,0,3,157,GA
3,8,2,0,3,28,8,7,0,1,1,1,3,88,GA
3,1,5,0,0,0,1,0,0,0,0,0,0,29,GA
2,2,2,0,1,0,2,2,0,1,1,0,0,16,GA
14,71,5,0,46,0,53,51,1,5,0,1,2,437,GA
3,3,3,0,4,3,3,3,0,0,0,0,0,61,RANDOM
2,10,5,0,11,19,7,3,0,2,0,1,0,77,GA
5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
5,5,1,0,8,1,2,1,2,1,0,1,3,70,GA
0,8,1,0,1,14,8,8,0,3,0,0,0,45,GA
4,8,3,0,12,10,5,4,1,1,1,1,7,86,RANDOM
15,132,1,0,65,88,36,18,0,68,2,34,3,1245,GA
2,12,1,0,8,2,9,9,0,3,0,0,1,112,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
23,41,1,0,89,270,41,22,0,21,0,0,1,231,GA
16,70,6,0,87,23,8,3,0,4,0,1,19,515,RANDOM
1,1,5,0,0,0,1,1,0,1,0,1,0,27,GA
7,12,1,1,0,66,12,12,0,0,0,0,0,84,GA
6,21,3,1,38,15,6,4,2,0,0,0,16,238,GA
2,3,2,0,3,0,1,1,0,1,0,1,1,25,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
11,49,4,0,60,328,22,13,1,12,0,0,7,241,GA
30,27,2,0,36,28,12,9,0,37,17,8,1,362,RANDOM
4,8,1,0,14,6,4,1,4,4,4,4,3,59,GA
3,2,3,0,5,1,2,2,0,1,1,1,7,44,RANDOM
2,25,1,0,7,1,2,1,2,0,0,0,4,167,GA
15,30,1,1,1,351,30,30,0,15,1,0,0,296,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
3,8,2,0,3,0,8,7,1,2,0,0,3,36,GA
8,19,1,2,21,53,15,14,0,6,0,0,4,150,GA
5,27,7,0,43,57,15,9,0,9,0,0,10,201,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
