@relation 10PCK-weka.filters.unsupervised.attribute.Remove-R1-8

@attribute CBO numeric
@attribute WNC numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute RFC numeric
@attribute LCOM numeric
@attribute NOM numeric
@attribute NOPM numeric
@attribute NOSM numeric
@attribute NOF numeric
@attribute NOPF numeric
@attribute NOSF numeric
@attribute NOSI numeric
@attribute LOC numeric
@attribute CLASS {GA,RANDOM}

@data
3,3,1,0,6,0,2,2,1,2,2,2,3,23,GA
1,2,1,0,0,0,2,2,0,2,0,1,0,28,GA
5,32,1,0,23,0,5,5,0,15,0,2,3,308,RANDOM
6,12,2,0,8,14,8,8,0,5,0,0,0,92,GA
19,36,1,0,47,3,3,2,0,0,0,0,9,153,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
4,12,2,0,1,29,10,10,0,4,0,0,0,70,GA
5,9,1,0,12,5,6,4,3,9,0,7,4,142,GA
23,95,9,2,80,561,43,41,0,15,0,3,3,522,RANDOM
9,18,1,1,1,105,18,18,0,9,1,0,0,188,GA
5,10,1,2,1,21,10,10,0,5,1,0,0,116,GA
22,44,1,1,1,820,44,44,0,22,1,0,0,422,RANDOM
7,9,2,0,13,1,3,2,0,2,0,0,0,72,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
10,28,2,0,21,64,16,16,3,7,0,1,3,220,GA
19,39,2,0,50,48,17,1,0,18,0,2,1,274,RANDOM
2,3,1,0,2,0,3,3,0,1,0,0,0,25,GA
2,4,1,0,3,1,2,2,2,0,0,0,0,34,RANDOM
4,13,5,0,32,24,11,3,0,14,0,2,3,225,GA
10,20,1,0,16,16,7,5,0,4,0,2,3,121,GA
13,49,6,0,52,0,8,4,0,25,3,4,11,386,GA
0,9,1,0,0,10,9,9,0,5,0,0,0,163,GA
5,11,1,0,11,20,8,8,6,7,0,7,11,104,GA
1,5,1,0,2,6,4,4,0,0,0,0,0,62,GA
3,9,1,0,2,4,8,8,0,3,0,0,0,61,GA
1,4,1,2,1,0,4,4,0,1,0,0,0,68,GA
10,78,1,2,41,38,12,3,0,14,0,0,12,791,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
9,6,1,0,19,1,2,2,0,0,0,0,2,72,RANDOM
0,10,1,0,0,35,10,10,0,5,0,0,0,83,RANDOM
0,0,1,0,0,0,0,0,0,0,0,0,0,216,GA
5,4,1,2,1,2,4,3,0,3,0,1,0,49,GA
3,2,6,0,6,0,2,1,0,4,0,1,1,42,GA
5,27,1,0,26,105,15,13,14,0,0,0,24,139,GA
3,7,2,0,13,0,2,2,0,3,0,1,1,77,GA
7,18,2,1,13,13,11,11,0,1,0,0,4,113,GA
7,54,1,0,0,840,48,48,0,29,0,0,0,930,GA
0,2,4,0,0,0,2,2,0,1,1,0,0,37,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
5,18,1,0,5,0,1,1,1,0,0,0,0,150,RANDOM
8,125,1,0,74,1896,64,62,63,32,0,32,89,614,GA
8,15,2,0,17,20,8,2,0,3,0,0,2,140,GA
9,19,1,0,11,19,11,11,3,5,0,1,0,144,GA
3,37,1,0,13,0,18,18,0,5,0,1,0,143,RANDOM
14,28,1,1,1,300,28,28,0,14,1,0,0,278,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
12,22,1,0,48,21,15,8,0,14,0,0,3,265,GA
0,2,1,1,0,1,2,2,0,11,11,11,0,63,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
3,4,2,0,2,3,3,3,0,0,0,0,0,42,RANDOM
0,6,3,0,2,0,3,3,0,2,0,0,0,24,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
3,5,1,2,4,4,4,4,0,1,0,0,0,55,GA
14,68,2,0,52,54,13,8,0,8,2,0,12,399,GA
3,1,1,0,6,0,1,1,1,0,0,0,3,37,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
8,29,1,0,15,33,15,15,3,5,0,1,6,176,GA
5,35,1,1,31,0,35,35,1,1,0,0,1,152,GA
10,57,1,0,43,149,38,32,0,5,0,2,5,275,GA
6,4,2,0,1,6,4,3,0,0,0,0,1,48,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
2,29,1,0,23,61,14,13,0,6,0,0,2,140,RANDOM
5,11,1,0,13,0,2,2,0,1,0,0,1,81,RANDOM
14,92,1,1,60,1465,58,51,0,21,0,6,12,852,GA
3,5,1,0,2,1,3,3,3,3,2,3,1,46,GA
5,1,1,0,6,0,1,1,1,2,1,2,0,75,GA
47,506,1,0,392,10669,167,145,10,80,0,4,58,3085,RANDOM
1,3,1,0,1,0,3,2,0,1,0,0,1,23,GA
16,32,1,1,1,406,32,32,0,16,1,0,0,314,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
2,7,1,1,17,4,4,4,0,3,0,1,0,67,GA
12,29,4,0,35,0,6,3,0,5,0,1,1,172,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
5,44,2,0,51,122,17,16,0,7,0,0,1,237,RANDOM
7,14,1,0,6,8,8,8,3,4,0,1,0,84,RANDOM
12,2,1,0,46,0,2,2,0,2,0,0,0,352,GA
2,5,1,0,11,3,3,1,0,0,0,0,2,44,RANDOM
5,14,5,0,22,9,6,3,0,1,0,0,0,88,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,GA
9,52,1,0,36,1,2,2,0,0,0,0,0,274,GA
1,11,1,0,7,0,7,7,0,3,0,0,0,80,GA
9,4,1,0,0,6,4,4,4,0,0,0,0,36,GA
3,2,2,0,2,1,2,1,0,0,0,0,1,20,GA
0,3,1,0,1,0,3,3,2,1,0,1,0,21,GA
14,71,5,0,73,476,22,2,0,38,0,0,21,540,RANDOM
6,11,1,0,11,0,11,11,0,2,0,1,0,105,RANDOM
8,22,2,0,17,30,9,6,1,1,0,0,2,107,RANDOM
3,6,1,0,5,0,5,5,0,2,0,0,1,71,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
11,63,2,0,43,124,20,17,0,12,0,2,15,423,GA
1,4,7,0,6,4,4,4,0,1,0,0,0,56,GA
8,43,1,0,36,46,12,5,0,10,0,5,2,230,GA
8,32,2,3,23,171,19,17,0,0,0,0,0,161,GA
1,28,1,0,26,91,14,13,5,5,0,4,4,131,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
3,1,1,0,8,0,1,1,0,0,0,0,0,21,GA
1,0,1,1,0,0,0,0,0,0,0,0,0,18,GA
6,21,1,0,12,114,13,7,0,5,0,0,0,85,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
3,3,1,0,8,1,2,1,2,2,2,2,1,33,RANDOM
1,5,4,0,0,8,5,5,0,2,0,1,0,61,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,11,1,0,0,1,3,2,1,1,0,0,0,106,GA
2,12,1,0,12,0,8,8,0,1,0,0,0,72,GA
2,0,1,0,0,0,0,0,0,5,0,2,0,69,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
13,24,1,0,45,3,10,9,0,1,0,0,2,122,RANDOM
2,12,1,0,12,37,11,11,0,5,0,1,1,67,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
21,55,1,0,52,286,30,27,2,12,0,1,7,419,RANDOM
0,3,4,0,1,3,3,3,0,1,0,1,0,53,GA
2,14,1,0,4,61,14,13,0,4,0,1,0,79,RANDOM
1,5,1,0,2,0,3,2,1,1,0,0,1,51,RANDOM
13,29,1,0,48,169,19,10,3,1,0,1,7,263,GA
10,36,1,0,65,58,12,7,6,5,0,3,28,388,RANDOM
15,30,1,2,1,351,30,30,0,15,1,0,0,296,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
0,2,2,0,1,1,2,2,0,0,0,0,0,18,GA
6,10,1,0,17,9,6,4,0,1,0,0,3,160,GA
5,10,1,1,9,0,10,10,0,1,0,0,0,109,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
5,36,1,0,22,59,18,16,0,7,0,0,2,168,GA
3,3,1,0,3,0,1,1,0,0,0,0,0,42,RANDOM
14,32,1,3,25,36,9,1,1,1,0,0,2,401,GA
3,6,3,1,3,0,6,6,0,2,0,0,0,105,GA
5,7,1,0,13,4,5,4,0,1,0,0,0,130,RANDOM
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
7,20,1,0,19,63,14,13,0,7,0,0,1,125,GA
7,13,1,0,19,36,9,7,1,2,0,1,2,219,GA
4,2,3,0,0,1,2,1,0,0,0,0,0,29,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,18,1,0,8,120,16,16,1,0,0,0,2,186,GA
0,8,1,1,4,10,8,8,0,4,0,1,0,76,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
0,31,2,0,0,465,31,31,0,0,0,0,0,59,GA
8,15,1,0,8,8,8,8,3,4,0,1,0,89,RANDOM
1,7,1,0,4,0,3,3,0,1,0,0,0,49,GA
4,15,2,0,14,0,3,3,0,1,0,0,3,70,GA
2,12,1,0,6,3,6,4,1,5,0,0,0,107,GA
5,19,1,0,27,15,7,7,0,4,0,1,3,115,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
13,21,1,0,30,45,11,5,0,4,0,0,0,108,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,2,2,0,0,1,2,1,0,0,0,0,0,13,GA
5,9,1,0,8,0,7,6,2,2,0,0,2,101,GA
1,1,1,0,3,0,1,1,1,0,0,0,3,30,GA
2,7,2,0,8,0,3,3,0,1,0,0,3,57,RANDOM
11,58,6,0,44,1378,53,51,0,0,0,0,34,238,RANDOM
7,8,1,0,12,1,2,2,0,0,0,0,1,60,GA
0,1,4,0,0,0,1,1,0,1,0,1,0,35,GA
5,9,4,0,10,10,5,3,0,0,0,0,0,61,GA
0,10,1,0,8,15,10,4,0,4,0,0,0,115,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,17,2,0,22,14,8,3,2,11,0,1,9,80,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
6,4,2,0,2,6,4,3,0,0,0,0,1,49,GA
6,4,2,0,23,1,2,2,0,0,0,0,0,91,GA
1,2,1,0,4,0,2,2,0,2,0,1,1,35,GA
2,3,2,0,0,1,2,2,0,0,0,0,0,44,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
2,20,6,0,44,22,9,4,1,8,0,1,6,153,RANDOM
1,38,1,0,23,305,27,16,4,13,0,6,4,159,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
6,5,1,0,5,4,5,5,0,5,0,1,1,66,GA
2,2,2,0,0,0,1,1,0,0,0,0,0,56,GA
23,59,2,2,70,38,13,10,0,12,0,0,25,770,GA
2,2,2,0,5,1,2,1,0,0,0,0,0,19,RANDOM
10,9,2,0,22,4,5,1,1,4,0,2,1,76,RANDOM
16,32,1,1,1,406,32,32,0,16,1,0,0,314,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
5,53,2,0,10,323,31,31,0,14,0,0,2,151,GA
1,3,2,0,7,0,2,2,0,3,0,0,0,24,GA
0,7,1,0,0,15,7,7,0,4,0,0,0,135,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
10,20,1,1,1,136,20,20,0,10,1,0,0,206,GA
8,22,1,0,17,19,11,11,3,5,0,1,3,154,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
11,42,8,0,46,136,21,18,0,8,0,0,0,315,GA
0,3,1,1,0,0,3,0,0,2,0,0,0,23,RANDOM
0,0,1,0,0,0,0,0,0,0,0,0,0,52,GA
1,2,2,0,4,1,2,0,0,0,0,0,0,37,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
6,34,1,0,18,37,15,14,0,11,0,3,3,194,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
10,38,2,0,37,13,6,1,0,6,0,2,8,200,GA
2,8,1,0,9,0,6,6,0,1,0,0,0,63,GA
2,30,2,0,25,60,16,14,2,11,0,1,4,153,RANDOM
4,10,2,0,22,0,2,2,0,3,0,0,2,91,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,2,2,0,3,1,2,2,0,3,0,1,0,30,GA
5,4,1,0,10,1,2,2,0,0,0,0,2,29,GA
6,12,5,0,8,13,7,7,0,2,0,0,0,79,GA
2,16,1,1,2,75,15,15,0,3,0,1,0,124,GA
2,4,1,1,1,0,4,4,0,2,1,0,0,62,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
7,35,2,0,40,55,11,11,0,0,0,0,28,573,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
12,24,1,0,28,92,17,13,0,9,0,0,4,147,GA
7,13,1,0,6,39,11,10,5,15,12,14,2,82,GA
12,39,2,0,31,307,27,23,0,7,0,0,0,405,GA
7,31,2,0,40,32,13,7,6,4,0,3,33,319,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,4,1,2,0,2,4,4,0,2,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
37,103,3,0,42,2614,60,54,2,17,0,0,15,622,RANDOM
16,54,12,0,51,331,30,27,0,12,0,0,0,407,GA
2,13,1,0,15,66,12,11,12,0,0,0,13,97,GA
10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
0,5,1,2,2,0,3,3,0,1,0,0,0,75,GA
6,15,5,0,31,6,9,6,0,8,0,0,0,149,GA
8,18,1,0,35,35,11,6,0,7,2,3,0,245,GA
1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
0,2,3,0,0,1,2,2,0,0,0,0,0,72,GA
17,43,1,0,40,59,18,15,0,5,0,0,0,232,RANDOM
2,9,1,0,4,0,3,3,0,1,0,0,1,60,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
6,86,1,0,27,981,47,47,0,18,1,0,0,301,GA
4,2,1,0,2,0,1,1,1,3,3,0,1,38,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
4,47,1,0,29,224,24,16,0,11,0,0,1,245,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,GA
17,40,2,0,34,27,12,4,0,4,0,0,2,202,RANDOM
1,26,1,0,4,220,25,23,0,12,0,1,1,282,GA
2,1,5,0,5,0,1,1,0,1,0,1,2,34,GA
1,4,2,0,6,1,2,2,0,0,0,0,0,76,GA
7,25,1,0,12,49,15,15,3,7,0,1,0,210,GA
9,23,2,0,18,15,6,1,0,0,0,0,1,92,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,44,1,0,40,281,26,22,16,7,0,4,24,444,GA
0,0,1,0,0,0,0,0,0,5,5,5,0,46,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
5,10,1,1,1,21,10,10,0,5,1,0,0,116,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,16,1,0,9,10,9,9,3,4,0,1,0,114,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
5,10,1,1,1,21,10,10,0,5,1,0,0,116,RANDOM
1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
4,5,2,0,9,8,5,3,1,1,0,0,2,39,GA
5,11,2,0,20,15,6,5,0,0,0,0,2,139,RANDOM
3,11,1,0,23,3,3,1,0,0,0,0,7,113,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
68,146,2,0,135,1398,57,36,0,14,0,3,14,1091,GA
10,63,5,0,65,54,11,11,1,15,1,1,4,402,GA
7,35,10,0,85,64,16,12,0,47,0,2,4,467,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
9,18,1,1,1,105,18,18,0,9,1,0,0,188,GA
3,6,1,0,8,15,6,4,5,0,0,0,8,67,RANDOM
2,4,8,0,6,0,1,1,1,0,0,0,0,47,GA
1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
0,14,1,0,23,0,1,1,1,0,0,0,0,117,GA
3,3,2,0,3,1,2,2,0,1,0,1,0,37,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
3,11,1,0,0,25,11,11,0,5,0,0,0,68,GA
3,3,1,0,6,0,1,1,0,0,0,0,0,48,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
2,6,1,0,4,1,3,3,0,1,0,0,0,60,GA
3,25,2,9,14,41,13,9,0,5,0,0,3,267,GA
4,7,2,1,12,0,2,2,0,2,0,0,0,46,GA
1,5,1,0,0,2,5,4,0,4,0,0,0,50,GA
0,8,1,0,0,20,8,8,0,4,0,0,0,73,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
3,6,1,0,8,6,5,4,0,4,0,1,0,77,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
4,8,1,2,1,10,8,8,0,4,1,0,0,98,GA
4,26,1,0,24,29,11,7,2,6,0,3,8,247,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
3,2,4,0,5,1,2,1,0,0,0,0,3,38,RANDOM
3,32,2,0,38,78,13,13,0,0,0,0,67,256,GA
4,4,1,0,12,1,2,2,1,0,0,0,4,104,GA
4,5,1,0,5,0,1,1,1,1,1,1,1,40,RANDOM
11,25,1,0,20,1,7,6,0,11,0,0,3,154,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
9,63,1,0,39,250,25,23,0,15,0,1,33,358,RANDOM
2,2,2,0,2,0,2,2,0,1,0,0,0,15,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,3,2,0,3,1,2,2,0,0,0,0,2,41,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
6,11,2,0,21,3,3,2,0,0,0,0,4,75,GA
2,5,3,0,6,1,3,1,0,3,0,1,1,70,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
4,68,1,0,55,20,8,5,2,50,24,49,45,696,RANDOM
1,4,1,0,11,0,2,2,0,2,0,1,6,38,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
9,18,1,2,1,105,18,18,0,9,1,0,0,188,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
2,4,1,0,4,2,4,4,0,4,2,0,0,53,GA
2,13,2,0,14,4,4,3,0,1,0,0,1,91,GA
2,6,2,0,8,0,3,3,0,1,0,0,3,57,GA
7,4,2,0,4,3,3,3,0,0,0,0,0,63,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
5,37,4,2,22,9,10,8,0,3,0,0,10,191,RANDOM
6,31,1,0,15,54,17,16,0,5,0,0,1,167,GA
7,24,1,0,13,49,15,15,3,7,0,1,0,205,GA
2,18,1,0,14,0,3,3,0,3,0,0,0,109,RANDOM
7,86,2,11,53,164,21,16,0,8,0,1,0,417,GA
44,74,2,0,105,532,37,33,1,39,0,0,5,558,GA
0,4,3,0,0,6,4,4,0,0,0,0,0,62,GA
0,2,2,0,4,1,2,2,0,2,2,2,0,34,GA
6,4,2,0,23,1,2,2,0,0,0,0,0,91,GA
8,51,1,0,24,439,35,35,3,17,0,1,0,509,GA
3,7,1,0,3,21,7,7,0,3,1,1,1,39,GA
4,25,2,0,25,13,11,9,1,9,0,2,4,170,RANDOM
3,9,2,0,10,1,3,2,0,2,0,2,3,60,GA
5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
1,4,2,0,0,2,4,4,0,2,0,0,0,26,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
11,8,1,0,6,13,6,5,1,3,0,0,2,74,GA
0,0,1,0,0,0,0,0,0,2,0,0,0,37,GA
5,28,6,0,54,125,10,1,0,14,0,0,1,237,RANDOM
3,1,1,0,0,0,1,1,0,1,1,1,0,60,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
4,2,1,0,7,1,2,1,1,0,0,0,1,40,RANDOM
2,3,2,0,2,3,3,2,1,1,0,1,0,36,RANDOM
7,39,1,0,18,235,27,27,3,13,0,1,0,382,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
2,9,1,1,0,0,9,9,0,1,0,0,0,84,GA
3,7,1,2,14,13,7,3,0,6,2,2,2,74,GA
6,64,2,0,25,679,43,43,0,18,0,1,1,378,GA
1,2,1,0,0,1,2,2,0,1,1,0,0,25,GA
6,10,1,0,16,0,8,7,0,7,0,1,1,135,RANDOM
6,23,2,0,27,0,11,9,0,2,0,0,5,215,GA
2,12,1,0,12,0,8,8,0,1,0,0,0,72,GA
6,16,1,0,8,0,9,9,0,2,0,0,0,99,GA
3,17,8,0,29,4,8,6,0,4,0,0,1,119,RANDOM
10,24,4,0,13,105,15,15,0,0,0,0,0,186,GA
9,97,1,0,69,35,26,25,3,12,0,4,4,581,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
12,8,2,0,13,0,2,2,0,4,0,1,0,56,GA
5,25,3,0,14,63,18,17,0,3,0,0,1,156,GA
2,11,1,3,11,15,7,2,0,5,0,0,2,119,RANDOM
3,6,1,0,3,3,6,6,0,11,7,7,0,100,GA
5,7,2,0,5,1,2,1,0,0,0,0,2,30,RANDOM
3,3,1,0,0,3,3,3,0,1,0,0,0,31,GA
2,7,1,8,5,4,4,4,0,2,0,0,1,51,RANDOM
12,28,1,0,27,107,19,14,0,13,0,0,9,267,RANDOM
1,13,1,0,1,4,4,3,1,1,0,0,0,52,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
4,26,1,0,11,10,5,3,1,1,0,1,0,105,RANDOM
7,19,1,0,10,19,11,11,3,5,0,1,0,146,GA
0,0,1,0,0,0,0,0,0,0,0,0,0,58,GA
4,5,1,0,4,0,5,5,0,1,0,0,0,52,GA
2,3,2,0,1,0,2,2,0,1,0,0,0,17,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,11,1,0,3,35,11,10,0,5,0,0,0,54,GA
6,10,1,0,5,0,3,3,1,1,0,0,0,88,GA
4,25,1,0,32,26,9,4,0,4,1,1,13,319,GA
0,0,1,0,0,0,0,0,0,0,0,0,0,25,RANDOM
2,6,1,0,4,0,4,4,0,1,0,0,4,78,GA
8,32,1,0,19,157,23,23,3,11,0,1,0,312,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,7,1,0,5,0,1,1,1,0,0,0,0,59,GA
7,19,1,0,10,19,11,11,3,5,0,1,0,146,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
2,2,2,0,1,1,2,1,0,0,0,0,0,14,GA
12,18,3,0,20,10,9,8,0,10,2,2,4,119,GA
7,22,1,0,11,32,13,13,3,6,0,1,0,178,GA
4,9,1,0,4,1,7,6,0,4,0,0,0,47,GA
5,5,2,0,4,6,4,4,2,0,0,0,2,100,GA
0,8,1,0,2,16,8,8,0,4,0,0,0,56,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
5,2,3,0,2,1,2,1,0,1,0,1,1,58,GA
42,94,6,0,107,0,21,7,0,50,17,36,6,749,RANDOM
13,219,4,3,148,1576,62,47,1,20,0,4,16,1097,GA
6,8,6,0,24,0,4,3,0,3,0,2,3,88,GA
2,24,1,0,12,211,22,22,0,10,0,0,11,209,RANDOM
5,16,5,0,29,0,4,3,1,11,0,0,4,185,GA
17,89,1,0,0,2582,77,77,0,47,0,0,0,1593,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
5,10,1,1,1,21,10,10,0,5,1,0,0,116,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
3,6,6,0,10,0,4,3,0,2,0,0,0,79,RANDOM
2,3,1,0,4,3,3,3,0,0,0,0,2,51,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
0,2,2,0,5,1,2,2,0,0,0,0,0,32,RANDOM
1,16,1,0,24,9,6,4,0,6,0,2,3,103,GA
11,8,2,0,12,0,2,2,0,4,0,1,0,54,GA
0,3,1,0,2,1,2,2,0,0,0,0,1,38,RANDOM
9,8,3,0,10,1,3,2,0,1,0,0,0,68,GA
1,2,2,2,1,1,2,2,0,0,0,0,0,40,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
1,3,6,0,24,3,2,2,1,2,0,2,1,51,GA
1,3,4,0,3,1,2,1,0,0,0,0,0,18,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,5,1,0,3,4,5,5,0,3,0,0,0,59,GA
2,2,1,0,1,1,2,2,1,1,0,1,0,44,GA
1,5,1,0,5,0,3,3,0,1,0,0,0,91,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
0,7,1,0,0,15,7,7,0,4,0,0,0,135,GA
17,128,1,0,46,1225,48,47,45,1,1,1,21,471,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
4,59,2,0,37,0,15,13,2,6,0,1,2,251,GA
1,1,1,0,1,0,1,1,0,0,0,0,0,20,GA
14,28,1,1,1,300,28,28,0,14,1,0,0,278,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
16,46,1,0,65,0,19,5,1,12,0,0,21,463,GA
6,7,1,0,4,4,4,1,1,1,0,0,0,49,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
