TARGET,TYPE,COVERAGE_GA,TIME_GA,COVERAGE_RANDOM,TIME_RANDOM,DIF_COVERAGE,DIF_TIME,CBO,WNC,DIT,NOC,RFC,LCOM,NOM,NOPM,NOSM,NOF,NOPF,NOSF,NOSI,LOC,CLASS
com.sap.managementconsole.soap.axis.sapcontrol.holders.STATECOLORHolder,class,1,12731,1,6422,0,6309,1,2,1,0,0,1,2,2,0,1,1,0,0,25,GA
net.sf.xisemele.impl.ResultImpl,class,0.186259920634921,70427,0.298015873015873,69335,-0.111755952380952,1092,6,10,1,0,16,0,8,7,0,7,0,1,1,135,GA
macaw.persistenceLayer.demo.InMemoryOntologyTermManager,class,0.83321562110511,75446,0.815974241794765,74367,0.017241379310345,1079,6,23,2,0,27,0,11,9,0,2,0,0,5,215,GA
com.browsersoft.openhre.hl7.impl.config.HL7MessageMapImpl,class,0.945924764890282,89369,0.924144461859979,13247,0.021780303030303,76122,2,12,1,0,12,0,8,8,0,1,0,0,0,72,GA
org.jcvi.jillion.assembly.clc.cas.consed.PhdReadRecord,class,0.930499325236167,95478,0.892266724503566,83167,0.038232600732601,12311,6,16,1,0,8,0,9,9,0,2,0,0,0,99,GA
de.huxhorn.lilith.swing.SplashScreen,class,0.276785714285714,90590,0.303571428571429,94160,-0.026785714285715,-3570,3,17,8,0,29,4,8,6,0,4,0,0,1,119,RANDOM
glengineer.agents.ParallelGroupAgent,class,0.720475841106802,89895,0.607750610148682,93115,0.11272523095812,-3220,10,24,4,0,13,105,15,15,0,0,0,0,0,186,RANDOM
com.browsersoft.aacs.SimpleUserMgr,class,0.360505449894478,89595,0.458948998039588,90197,-0.09844354814511,-602,9,97,1,0,69,35,26,25,3,12,0,4,4,581,RANDOM
org.sourceforge.ifx.framework.complextype.CustSvcStatus_Type,class,1,24648,0.972222222222222,14125,0.027777777777778,10523,6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
simulator.CA.BehaviourReceiveSavePersonalDataRequest,class,0.679586038961039,70121,0.572781385281385,79494,0.106804653679654,-9373,12,8,2,0,13,0,2,2,0,4,0,1,0,56,RANDOM
org.dom4j.bean.BeanAttributeList,class,0.886491228070175,139599,0.766146318176393,101513,0.120344909893782,38086,5,25,3,0,14,63,18,17,0,3,0,0,1,156,GA
org.dom4j.jaxb.JAXBSupport,class,0.394927536231884,79398,0.623792270531401,71593,-0.228864734299517,7805,2,11,1,3,11,15,7,2,0,5,0,0,2,119,GA
macaw.system.SessionProperties,class,0.9375,62924,0.928571428571429,2986,0.008928571428571,59938,3,6,1,0,3,3,6,6,0,11,7,7,0,100,GA
net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,class,1,23307,1,75892,0,-52585,5,7,2,0,5,1,2,1,0,0,0,0,2,30,RANDOM
net.sf.xbus.technical.misc.PingSender,class,0.95,66488,0.914285714285714,2794,0.035714285714286,63694,3,3,1,0,0,3,3,3,0,1,0,0,0,31,GA
de.huxhorn.lilith.debug.AbstractDebugRunnable,class,0.831439393939394,88927,0.775252525252525,219431,0.056186868686869,-130504,2,7,1,8,5,4,4,4,0,2,0,0,1,51,RANDOM
org.jcvi.jillion.assembly.consed.ace.AbstractAceContigBuilderVisitor,class,0,70289,0,70867,0,-578,12,28,1,0,27,107,19,14,0,13,0,0,9,267,RANDOM
geo.google.datamodel.GeoAddressAccuracy,enum,0.904411764705882,68173,0.873949579831933,70705,0.030462184873949,-2532,1,13,1,0,1,4,4,3,1,1,0,0,0,52,RANDOM
org.sourceforge.ifx.framework.element.DepMatureDt,class,1,3058,0.583333333333333,1607,0.416666666666667,1451,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
net.sourceforge.schemaspy.view.DotConnectorFinder,class,0.238700858250277,63721,0.177562885619364,69189,0.061137972630913,-5468,4,26,1,0,11,10,5,3,1,1,0,1,0,105,RANDOM
com.sap.engine.services.dc.wsgate.Option,class,0.92575856562137,86370,0.870364609258338,83127,0.055393956363032,3243,7,19,1,0,10,19,11,11,3,5,0,1,0,146,GA
org.jcvi.jillion.internal.trace.chromat.scf.section.Section,enum,1,2165,1,646,0,1519,0,0,1,0,0,0,0,0,0,0,0,0,0,58,GA
org.petsoar.order.DefaultOrderProcessing,class,0.680555555555555,90871,0.73015873015873,83366,-0.049603174603175,7505,4,5,1,0,4,0,5,5,0,1,0,0,0,52,GA
net.virtualinfinity.atrobots.interrupts.ZeroMemoryCellsInterrupt,class,0.975,76677,0.855555555555556,20959,0.119444444444444,55718,2,3,2,0,1,0,2,2,0,1,0,0,0,17,GA
org.sourceforge.ifx.framework.complextype.DepAppCanRq_Type,class,1,10888,0.958333333333333,18499,0.041666666666667,-7611,6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
org.sourceforge.ifx.framework.element.ChkOrdSyncRq,class,1,6620,0.916666666666667,1985,0.083333333333333,4635,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.DevPtrMedia,class,1,6360,0.916666666666667,1620,0.083333333333333,4740,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.asphodel.search.FtrRecord,class,1,39781,0.827840909090909,13080,0.172159090909091,26701,1,11,1,0,3,35,11,10,0,5,0,0,0,54,GA
org.dom4j.xpath.DefaultNamespaceContext,class,0.986111111111111,74991,0.907936507936508,49675,0.078174603174603,25316,6,10,1,0,5,0,3,3,1,1,0,0,0,88,GA
net.sf.xbus.application.Router,class,0.339958246648174,70659,0.188523710455056,63707,0.151434536193118,6952,4,25,1,0,32,26,9,4,0,4,1,1,13,319,GA
jigl.image.ColorModel,enum,1,1007,1,1083,0,-76,0,0,1,0,0,0,0,0,0,0,0,0,0,25,RANDOM
org.jcvi.jillion.internal.trace.chromat.scf.PrivateDataImpl,class,0.970967741935484,65526,0.966820276497696,10283,0.004147465437788,55243,2,6,1,0,4,0,4,4,0,1,0,0,4,78,GA
com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,class,0.942823350228117,113158,0.867463617032398,107710,0.075359733195719,5448,8,32,1,0,19,157,23,23,3,11,0,1,0,312,GA
org.sourceforge.ifx.framework.complextype.CustSvcMsgRec_Type,class,1,30839,0.988095238095238,25260,0.011904761904762,5579,7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
org.sourceforge.ifx.framework.element.DebitAuthAddRq,class,1,3776,0.916666666666667,2571,0.083333333333333,1205,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.BillSummAmt,class,1,3195,0.916666666666667,1815,0.083333333333333,1380,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
com.imsmart.servlet.HTMLFilter,class,0.995689655172414,67652,0.995073891625616,15606,0.000615763546798,52046,1,7,1,0,5,0,1,1,1,0,0,0,0,59,GA
com.sap.managementconsole.soap.axis.saphostcontrol.Property,class,0.907525211069418,86231,0.854027070490485,80229,0.053498140578933,6002,7,19,1,0,10,19,11,11,3,5,0,1,0,146,GA
org.sourceforge.ifx.framework.complextype.PmtRemitDetail_Type,class,1,5075,0.958333333333333,7229,0.041666666666667,-2154,4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
net.virtualinfinity.atrobots.computer.WritePortInstruction,class,0.84375,78795,0.625,72471,0.21875,6324,2,2,2,0,1,1,2,1,0,0,0,0,0,14,GA
org.jcvi.jillion.assembly.consed.ace.HighLowPhdAceContigVisitor,class,0.60182456603331,73233,0.462687661271405,80786,0.139136904761905,-7553,12,18,3,0,20,10,9,8,0,10,2,2,4,119,RANDOM
com.sap.managementconsole.soap.axis.sapcontrol.InstanceProperty,class,0.923492943546862,87705,0.862481104052668,75886,0.061011839494194,11819,7,22,1,0,11,32,13,13,3,6,0,1,0,178,GA
net.virtualinfinity.atrobots.arena.SimulationFrame,class,1,25949,0.96875,11743,0.03125,14206,4,9,1,0,4,1,7,6,0,4,0,0,0,47,GA
org.jcvi.jillion.assembly.consed.nav.ConsensusNavigationElement,class,0.9375,87753,0.875,23631,0.0625,64122,5,5,2,0,4,6,4,4,2,0,0,0,2,100,GA
org.templateit.NamedStyle,class,0.982142857142857,71921,0.969387755102041,11176,0.012755102040816,60745,0,8,1,0,2,16,8,8,0,4,0,0,0,56,GA
org.sourceforge.ifx.framework.complextype.PassbkItemAddRs_Type,class,1,11121,0.962121212121212,74609,0.037878787878788,-63488,11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
org.jcvi.jillion.assembly.util.consensus.ChurchillWatermanConsensusCaller,class,0.975,71328,0.914285714285714,4481,0.060714285714286,66847,5,2,3,0,2,1,2,1,0,1,0,1,1,58,GA
simulator.SA.SimulationAgent,class,0.433583746024739,80825,0.351822068146136,84108,0.081761677878603,-3283,42,94,6,0,107,0,21,7,0,50,17,36,6,749,RANDOM
net.sourceforge.schemaspy.model.Table,class,0.160958946535636,68575,0.03510889586391,75611,0.125850050671726,-7036,13,219,4,3,148,1576,62,47,1,20,0,4,16,1097,RANDOM
de.outstare.fortbattleplayer.Applet,class,0.296875,71659,0,78236,0.296875,-6577,6,8,6,0,24,0,4,3,0,3,0,2,3,88,RANDOM
org.jcvi.jillion.internal.trace.chromat.scf.header.DefaultSCFHeader,class,0.99951171875,81918,0.970132958074534,82945,0.029378760675466,-1027,2,24,1,0,12,211,22,22,0,10,0,0,11,209,RANDOM
gui.PlayerPanel,class,0.333091804683038,95971,0.303533491066329,70590,0.029558313616709,25381,5,16,5,0,29,0,4,3,1,11,0,0,4,185,GA
oasis.names.tc.ciq.xsdschema.xal._2.Thoroughfare,class,0.935336879432624,112299,0.844683405277005,92693,0.090653474155619,19606,17,89,1,0,0,2582,77,77,0,47,0,0,0,1593,GA
org.sourceforge.ifx.framework.complextype.DevSiuRemoteStatus_Type,class,1,14446,0.979166666666667,9076,0.020833333333333,5370,4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
org.sourceforge.ifx.framework.complextype.TerminalSPObjMsgRec_Type,class,1,5799,0.933333333333333,7538,0.066666666666667,-1739,5,10,1,1,1,21,10,10,0,5,1,0,0,116,RANDOM
org.sourceforge.ifx.framework.element.DevChkMedia,class,1,21111,0.916666666666667,1622,0.083333333333333,19489,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
net.sourceforge.squirrel_sql.client.gui.HtmlViewerSheet,class,0.229166666666667,85829,0.375,83187,-0.145833333333333,2642,3,6,6,0,10,0,4,3,0,2,0,0,0,79,GA
net.sf.xbus.base.xml.XParserErrorHandler,class,0.633928571428571,66761,0.678571428571429,65024,-0.044642857142858,1737,2,3,1,0,4,3,3,3,0,0,0,0,2,51,GA
org.sourceforge.ifx.framework.element.BranchId,class,1,3490,0.916666666666667,1747,0.083333333333333,1743,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
de.huxhorn.lilith.swing.filefilters.Mp3FileFilter,class,0.904861111111111,64722,0.904861111111111,68120,0,-3398,0,2,2,0,5,1,2,2,0,0,0,0,0,32,RANDOM
net.sourceforge.nekomud.nio.Connection,class,0.326074107435015,68671,0.078538475724051,69418,0.247535631710964,-747,1,16,1,0,24,9,6,4,0,6,0,2,3,103,RANDOM
simulator.CA.BehaviourLaunchGUI,class,0.686821219715957,73357,0.573338107172694,81642,0.113483112543263,-8285,11,8,2,0,12,0,2,2,0,4,0,1,0,54,RANDOM
com.lts.application.swing.ApplicationCheckedAction,class,0,62056,0,65549,0,-3493,0,3,1,0,2,1,2,2,0,0,0,0,1,38,RANDOM
wheel.MultipartEngineImpl,class,0.416254456327986,85137,0.358333333333333,71170,0.057921122994653,13967,9,8,3,0,10,1,3,2,0,1,0,0,0,68,GA
org.sourceforge.ifx.framework.complextype.PaidCurAmt_Type,class,1,3170,1,3855,0,-685,1,2,2,2,1,1,2,2,0,0,0,0,0,40,RANDOM
org.sourceforge.ifx.framework.element.City,class,1,3205,0.916666666666667,1619,0.083333333333333,1586,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.PmtLegalRpt_Type,class,1,11628,0.966666666666667,8066,0.033333333333333,3562,7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.VerticalToggleButton,class,0.77801724137931,78081,0.844827586206896,72012,-0.066810344827586,6069,1,3,6,0,24,3,2,2,1,2,0,2,1,51,GA
umd.cs.shop.JSListPlanningProblem,class,0.9375,75857,0.916666666666667,10451,0.020833333333333,65406,1,3,4,0,3,1,2,1,0,0,0,0,0,18,GA
org.sourceforge.ifx.framework.complextype.RemitSyncRq_Type,class,1,6776,1,16510,0,-9734,7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
org.jcvi.jillion.internal.fasta.AbstractResuseableFastaRecordVisitor,class,0,65468,0,62056,0,3412,1,5,1,0,3,4,5,5,0,3,0,0,0,59,GA
org.jcvi.jillion.internal.core.util.ComparableComparator,class,0.975,68238,0.942857142857143,6241,0.032142857142857,61997,2,2,1,0,1,1,2,2,1,1,0,1,0,44,GA
macaw.io.ImportCategoryStates,class,0.830357142857143,70801,0.73469387755102,66818,0.095663265306123,3983,1,5,1,0,5,0,3,3,0,1,0,0,0,91,GA
org.sourceforge.ifx.framework.complextype.Status_Type,class,1,8068,0.981481481481482,7771,0.018518518518518,297,8,16,1,1,1,78,16,16,0,8,1,0,0,170,GA
org.sourceforge.ifx.framework.element.AgentId,class,0.9375,62443,0.916666666666667,1671,0.020833333333333,60772,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareNameType,class,0.966666666666667,72706,0.952380952380952,6371,0.014285714285715,66335,0,7,1,0,0,15,7,7,0,4,0,0,0,135,GA
org.dom4j.dom.DOMNodeHelper,class,0.815951892840806,159052,0.734774343921205,155687,0.081177548919601,3365,17,128,1,0,46,1225,48,47,45,1,1,1,21,471,GA
org.sourceforge.ifx.framework.element.DepAcctRec,class,1,3328,0.916666666666667,1801,0.083333333333333,1527,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.quickserver.util.io.ByteBufferOutputStream,class,0.589605898401672,103355,0.547130793567578,90593,0.042475104834094,12762,4,59,2,0,37,0,15,13,2,6,0,1,2,251,GA
net.sf.xbus.sample.JavaTransformerSample,class,0.9375,68047,0.928571428571429,3080,0.008928571428571,64967,1,1,1,0,1,0,1,1,0,0,0,0,0,20,GA
org.sourceforge.ifx.framework.complextype.DepAcctTrnRec_Type,class,1,33308,0.951754385964912,83778,0.048245614035088,-50470,14,28,1,1,1,300,28,28,0,14,1,0,0,278,RANDOM
org.sourceforge.ifx.framework.element.CVMRslts,class,1,2780,0.916666666666667,1609,0.083333333333333,1171,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
macaw.presentationLayer.MacawVariableBrowser,class,0.35308835478937,74327,0.257925152726313,67878,0.095163202063057,6449,16,46,1,0,65,0,19,5,1,12,0,0,21,463,GA
dash.examples.producerConsumer.Main,class,0.540151515151515,66481,0.490151515151515,66978,0.05,-497,6,7,1,0,4,4,4,1,1,1,0,0,0,49,RANDOM
org.sourceforge.ifx.framework.element.CustPayeeInqRq,class,1,3500,0.916666666666667,2260,0.083333333333333,1240,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.jcvi.jillion.assembly.tigr.contig.LargeTigrContigFileDataStore,class,0.336528822055138,127112,0.348498083443904,161614,-0.011969261388766,-34502,21,40,2,0,16,276,24,22,0,11,0,1,7,226,RANDOM
net.sourceforge.squirrel_sql.client.gui.db.BaseList,class,0.145662568306011,77734,0.055100182149363,73290,0.090562386156648,4444,5,29,1,2,31,71,14,7,0,3,0,0,2,143,GA
org.exolab.jms.tools.db.SchemaConverterFactory,class,0.975,115654,0.79047619047619,102484,0.18452380952381,13170,3,5,1,0,1,0,1,1,1,3,0,3,0,75,GA
net.virtualinfinity.atrobots.compiler.AtRobotCompiler,class,0.958333333333333,87914,0.607482993197279,71261,0.350850340136054,16653,2,6,1,0,7,10,5,5,0,0,0,0,0,69,GA
src.SAXParser,class,0.682017543859649,70609,0.779448621553885,66310,-0.097431077694236,4299,2,4,1,0,3,1,2,2,2,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.BinData,class,0.9375,62369,0.916666666666667,1742,0.020833333333333,60627,1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
org.jcvi.jillion.core.residue.nt.DefaultReferenceEncodedNucleotideSequence,class,0.867212858926342,137286,0.703099533893073,77237,0.164113325033269,60049,10,66,2,0,69,126,25,14,0,6,0,1,27,427,GA
com.sap.netweaver.porta.core.NotAuthorizedException,class,1,6370,1,5310,0,1060,1,4,4,0,0,6,4,4,0,1,0,1,0,52,GA
org.sourceforge.ifx.framework.complextype.TaxInfo_Type,class,1,5194,0.966666666666667,4697,0.033333333333333,497,5,10,1,2,1,21,10,10,0,5,1,0,0,116,GA
src.RollEvent,class,0.684921962095875,72929,0.595954769867813,64550,0.088967192228062,8379,3,12,1,0,21,3,3,3,1,1,0,0,1,69,GA
net.sf.xbus.technical.as400.AS400ByteArrayListSender,class,0.1875,72513,0,64108,0.1875,8405,11,7,3,0,9,6,4,3,0,0,0,0,0,150,GA
org.sourceforge.ifx.framework.complextype.DebitAuthRec_Type,class,1,7212,0.916666666666667,8574,0.083333333333333,-1362,4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
org.sourceforge.ifx.framework.complextype.DiscInqRs_Type,class,1,30858,0.953125,25920,0.046875,4938,13,26,1,1,1,253,26,26,0,13,1,0,0,260,GA
sbmlreader2.SBMLFilter,class,0.85952380952381,81759,0.84702380952381,79629,0.0125,2130,4,9,2,0,7,1,3,3,0,3,0,3,2,121,GA
ghm.follow.gui.Debug,class,1,22365,1,17678,0,4687,3,2,3,0,3,1,2,2,0,2,1,1,1,40,GA
org.sourceforge.ifx.framework.element.DebitAuthStatusModRs,class,1,3527,0.916666666666667,5276,0.083333333333333,-1749,1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
org.jcvi.jillion.fasta.FastaUtil,class,0.93422619047619,67034,0.849851190476191,63910,0.084374999999999,3124,0,7,1,0,5,1,3,2,2,3,3,3,1,66,GA
org.jcvi.jillion.internal.fasta.aa.LargeAminoAcidSequenceFastaIterator,class,0.185770750988142,78530,0.121541501976285,86212,0.064229249011857,-7682,9,11,2,0,9,12,4,2,2,2,0,0,3,86,RANDOM
org.sourceforge.ifx.framework.element.ChkIssueAdviseRq,class,1,3527,0.916666666666667,2169,0.083333333333333,1358,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.quickserver.net.qsadmin.gui.LoginDialog,class,0.171666666666667,81028,0,82180,0.171666666666667,-1152,0,16,6,0,21,0,4,3,0,20,0,0,5,256,RANDOM
de.paragon.explorer.model.ObjectModelBuilder,class,0.703499918273946,82495,0.662350849950964,93330,0.041149068322982,-10835,11,22,1,0,43,134,17,4,3,1,0,1,7,172,RANDOM
org.sourceforge.ifx.framework.complextype.DebitInqRq_Type,class,1,28900,0.944444444444444,82371,0.055555555555556,-53471,15,30,1,1,1,351,30,30,0,15,1,0,0,296,RANDOM
net.sourceforge.jiprof.instrument.clfilter.GenericClassLoaderFilter,class,0.953125,71306,0.946428571428571,6017,0.006696428571429,65289,1,4,1,0,1,1,2,2,0,0,0,0,0,41,GA
com.jchapman.jipsnapman.actions.StartSnapshotAction,class,0.483404247959043,82595,0.409604854810334,85822,0.073799393148709,-3227,13,23,3,0,43,6,5,2,0,2,0,0,2,212,RANDOM
visu.handball.moves.controller.JMenuHelper,class,0.928996019585907,86463,0.895043070002942,86556,0.033952949582965,-93,0,15,1,0,16,36,9,7,9,0,0,0,8,117,RANDOM
oasis.names.tc.ciq.xsdschema.xal._2.Department,class,0.94758064516129,74908,0.91705069124424,69834,0.03052995391705,5074,4,20,1,0,0,98,17,17,0,11,0,0,0,368,GA
fr.unice.gfarce.interGraph.ChargeBaseAction,class,0.6875,71736,0.5,75369,0.1875,-3633,1,2,2,0,6,0,2,2,0,2,0,1,0,37,RANDOM
net.sourceforge.squirrel_sql.client.gui.session.ToolbarItem,class,1,10638,1,13945,0,-3307,0,4,1,0,0,2,4,4,0,2,0,0,0,60,RANDOM
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.ColorPropertiesPanel,class,0.811883295160911,91454,0.767866623041042,88007,0.044016672119869,3447,4,35,5,0,36,50,9,2,0,28,0,2,6,408,GA
simulator.ontology.SavePersonalData,class,1,3773,1,1584,0,2189,2,2,1,0,0,0,2,2,0,1,0,0,0,12,GA
org.javathena.core.data.Friend,class,1,12376,1,5939,0,6437,0,7,1,0,0,3,7,7,0,3,0,0,0,37,GA
org.sourceforge.ifx.framework.complextype.BankAcctRec_Type,class,1,35842,0.955128205128205,81974,0.044871794871795,-46132,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
net.virtualinfinity.atrobots.gui.NewGameDialog,class,0.152044420498084,76397,0.243271072796935,71940,-0.091226652298851,4457,7,27,7,0,47,91,12,9,1,11,0,0,4,148,GA
macaw.io.ExportVariablesToMacawXML,class,0.521339918946302,79890,0.434143870314083,71204,0.087196048632219,8686,9,25,1,0,65,0,14,2,0,5,0,0,1,251,GA
org.sourceforge.ifx.framework.complextype.CompositeContactInfo_Type,class,1,11340,0.944444444444444,10284,0.055555555555556,1056,3,6,1,2,1,3,6,6,0,3,1,0,0,80,GA
org.jcvi.jillion.internal.trace.chromat.abi.tag.DefaultIntegerArrayTaggedDataRecord,class,0.932142857142857,70876,0.928571428571429,3907,0.003571428571428,66969,6,5,2,0,6,6,4,3,0,0,0,0,2,55,GA
de.outstare.fortbattleplayer.gui.statistics.CritTableModel,class,0.939814814814815,76873,0.868927368927369,86325,0.070887445887446,-9452,1,18,2,0,6,9,6,5,0,2,0,1,6,101,RANDOM
org.sourceforge.ifx.framework.complextype.BillRec_Type,class,1,19333,0.966666666666667,10457,0.033333333333333,8876,5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
org.quickserver.util.xmlreader.QSAdminPluginConfig,class,0.951388888888889,71265,0.936507936507936,10942,0.014880952380953,60323,0,17,1,0,7,45,11,11,0,5,0,0,0,109,GA
nu.staldal.lagoon.core.XMLStreamConsumer,class,0.292324561403509,70097,0.16374269005848,69139,0.128581871345029,958,3,8,2,2,7,8,5,1,0,1,0,0,0,95,GA
org.dom4j.io.SAXContentHandler,class,0.782356879267412,147767,0.778172075915392,144233,0.00418480335202,3534,26,119,2,1,64,1157,55,46,0,27,0,0,2,845,GA
com.sap.netweaver.porta.core.mock.ServerMock,class,0.923076923076923,68918,0.912087912087912,4798,0.010989010989011,64120,5,7,1,0,0,10,5,5,0,2,0,0,0,41,GA
org.sourceforge.ifx.framework.complextype.PmtAuthMsgRqInfo_Type,class,1,7660,0.964285714285714,67712,0.035714285714286,-60052,7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
org.sourceforge.ifx.framework.complextype.PmtInstruction_Type,class,1,17352,0.966666666666667,5299,0.033333333333333,12053,6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
com.browsersoft.openhre.hl7.impl.parser.HL7SAXEventGeneratorImpl,class,0.926310001912412,117267,0.815595716198126,115189,0.110714285714286,2078,7,32,1,0,15,217,23,21,0,5,0,0,0,138,GA
org.sourceforge.ifx.framework.complextype.PersonName_Type,class,1,43747,0.942028985507246,6934,0.057971014492754,36813,8,16,1,1,1,78,16,16,0,8,1,0,0,170,GA
org.sourceforge.ifx.framework.complextype.PmtAckAdviseRs_Type,class,1,17203,0.95,12987,0.05,4216,9,18,1,1,1,105,18,18,0,9,1,0,0,188,GA
net.sourceforge.squirrel_sql.client.gui.mainframe.SplitPnResizeHandler,class,0.631789044289044,76073,0.509052059052059,73147,0.122736985236985,2926,3,15,1,0,15,13,5,1,0,5,0,2,7,124,GA
net.sourceforge.schemaspy.model.Routine,class,0.992857142857143,76189,0.967857142857143,20766,0.025,55423,2,16,1,0,7,58,13,13,0,10,0,0,2,148,GA
net.virtualinfinity.atrobots.computer.AbstractCombiningInstruction,class,1,25117,0.857142857142857,15533,0.142857142857143,9584,2,3,2,11,3,3,3,0,0,0,0,0,0,23,GA
com.sap.netweaver.porta.core.nw7.ServerImpl,class,0.653517499570131,99762,0.653517499570131,85404,0,14358,10,16,1,0,8,0,7,6,0,5,0,0,0,84,GA
org.sourceforge.ifx.framework.complextype.ChkImg_Type,class,1,13886,0.983333333333333,11473,0.016666666666667,2413,5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
org.sourceforge.ifx.framework.complextype.CCAcctTrnInqRs_Type,class,1,31480,0.934108527131783,91235,0.065891472868217,-59755,18,36,1,1,1,528,36,36,0,18,1,0,0,350,RANDOM
org.sourceforge.ifx.framework.element.Count,class,0.9375,62386,0.916666666666667,1493,0.020833333333333,60893,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
de.paragon.explorer.excp.NotACompositeFigureException,class,1,8738,1,5774,0,2964,1,2,4,0,0,1,2,2,0,1,0,1,0,34,GA
org.sourceforge.ifx.basetypes.IFXLong,class,0.95,71143,0.795833333333333,14135,0.154166666666667,57008,3,5,1,2,3,4,4,4,0,1,0,0,0,56,GA
osa.ora.server.beans.ClientSettingBean,class,0.965572033898305,92698,0.933537350910232,71008,0.032034682988073,21690,1,45,1,0,22,563,38,38,0,20,0,1,1,335,GA
com.sap.managementconsole.soap.axis.sapcontrol.SubProfileParameter,class,0.92984212957237,112645,0.886886345080789,83336,0.042955784491581,29309,8,28,1,0,16,56,17,17,3,8,0,1,0,236,GA
org.quickserver.net.server.impl.BasicClientHandler,class,0.520707555517635,209415,0.51351009895537,204708,0.007197456562265,4707,21,209,1,2,157,4965,106,78,4,53,0,5,15,1287,GA
net.sourceforge.schemaspy.ui.UiUtils,class,0.956349206349206,70562,0.91468253968254,79238,0.041666666666666,-8676,0,5,1,0,11,3,3,3,3,0,0,0,4,48,RANDOM
org.sourceforge.ifx.framework.complextype.BankSvcChkSumMsgRec_Type,class,1,29425,0.964285714285714,37303,0.035714285714286,-7878,7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
com.tivo.jipviewer.JipViewer,class,0.498344678840043,101554,0.389330127739468,95749,0.109014551100575,5805,15,52,7,0,77,168,20,9,2,11,0,0,12,371,GA
org.sourceforge.ifx.framework.element.BillStatusModRq,class,1,6495,0.916666666666667,2055,0.083333333333333,4440,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.CardPrefWithdrawal_Type,class,1,10486,0.976190476190476,25432,0.023809523809524,-14946,7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
jaw.gui.templates.CriarTemplate,class,0.377551020408163,89063,0,73144,0.377551020408163,15919,2,40,6,0,103,457,19,2,0,59,0,0,5,572,GA
org.javathena.conf.FiltreSimple,class,0.975,68178,0.867857142857143,9354,0.107142857142857,58824,2,32,7,0,116,150,16,10,0,65,0,1,16,674,GA
com.browsersoft.openhre.hl7.impl.regular.NodeStack,class,1,3520,0.958333333333333,2715,0.041666666666667,805,1,4,1,0,4,0,3,3,0,1,0,0,0,41,GA
org.sourceforge.ifx.framework.element.CreditStatusCode,class,1,3398,0.916666666666667,1599,0.083333333333333,1799,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
macaw.presentationLayer.VariableLabelTable,class,0.775005056634304,96146,0.883468176914779,84994,-0.108463120280475,11152,5,10,5,0,19,1,7,6,0,3,0,0,0,139,GA
org.sourceforge.ifx.framework.complextype.DebitAuthAddRs_Type,class,1,26527,0.984848484848485,77974,0.015151515151515,-51447,11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
