TARGET,TYPE,COVERAGE_GA,TIME_GA,COVERAGE_RANDOM,TIME_RANDOM,DIF_COVERAGE,DIF_TIME,CBO,WNC,DIT,NOC,RFC,LCOM,NOM,NOPM,NOSM,NOF,NOPF,NOSF,NOSI,LOC,CLASS
org.sourceforge.ifx.framework.complextype.CustAuthRevRs_Type,class,1,32670,0.942307692307692,92557,0.057692307692308,-59887,13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
org.sourceforge.ifx.framework.complextype.ChkAcceptAudRq_Type,class,1,16374,0.941666666666667,25275,0.058333333333333,-8901,9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
nu.staldal.lagoon.core.EntryWithSource,class,0.661599575345857,82613,0.278861501159274,83788,0.382738074186583,-1175,14,41,1,2,29,37,9,9,0,6,0,1,10,283,RANDOM
net.virtualinfinity.atrobots.debugger.PrintStreamConsoleOutput,class,1,9973,1,5734,0,4239,1,3,1,0,2,0,3,3,0,1,0,0,0,19,GA
org.jcvi.jillion.assembly.tigr.tasm.TasmContigBuilder,class,0.341535123618483,114471,0.353535353535354,67727,-0.012000229916871,46744,17,94,2,0,61,322,36,33,0,18,0,0,12,571,GA
com.soops.CEN4010.JMCA.UILayoutDisplayAnalyzer,class,0.916666666666667,63163,0.904761904761905,2775,0.011904761904762,60388,2,2,1,0,2,0,2,2,0,1,0,0,0,52,GA
macaw.businessLayer.VariableSummary,class,0.97974537037037,73478,0.96494708994709,17381,0.01479828042328,56097,2,16,1,0,7,41,15,15,0,5,0,0,1,151,GA
net.sf.xbus.base.core.arithmetic.XIntSupport,class,0.913759689922481,178778,0.913759689922481,26775,0,152003,0,3,1,0,0,0,1,1,1,0,0,0,0,30,GA
org.jcvi.jillion.fasta.qual.QualityFastaFileDataStoreBuilder,class,0.76875,73384,0.738095238095238,66801,0.030654761904762,6583,8,8,2,0,6,10,5,4,0,0,0,0,3,92,GA
com.isnetworks.ssh.LocalFileBrowser,class,0.262820512820513,85531,0.275641025641026,85646,-0.012820512820513,-115,6,37,2,0,31,46,12,12,0,1,0,0,3,176,RANDOM
net.sourceforge.ext4j.taglib.tag.repeater.FooterTemplateTag,class,0.781746031746032,72214,0.71031746031746,68551,0.071428571428572,3663,5,4,2,0,3,0,1,1,0,1,0,1,0,31,GA
org.sourceforge.ifx.framework.complextype.XferAdviseRs_Type,class,1,21601,0.958333333333333,68630,0.041666666666667,-47029,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
com.sap.engine.services.dc.wsgate.Stop,class,0.92408873525622,106204,0.805009787887798,96739,0.119078947368422,9465,9,29,1,0,15,33,15,15,3,5,0,1,6,176,GA
gui.ChatPanel,class,0.280570652173913,79380,0.061141304347826,67088,0.219429347826087,12292,8,22,11,0,39,34,12,7,0,11,0,0,3,226,GA
br.com.jnfe.base.TpSerie,enum,0.875875603864734,67783,0.749743357487923,68363,0.126132246376811,-580,1,7,1,0,3,2,4,3,1,2,0,0,1,66,RANDOM
org.javathena.core.utiles.Version,class,1,8107,1,2911,0,5196,0,0,1,0,0,0,0,0,0,11,11,11,0,43,GA
org.sourceforge.ifx.framework.complextype.ChkAcceptAudRs_Type,class,1,36243,0.925925925925926,80870,0.074074074074074,-44627,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
org.dom4j.bean.BeanDocumentFactory,class,0.8625,85519,0.82987012987013,80375,0.03262987012987,5144,9,11,2,0,8,21,7,4,1,1,0,1,1,116,GA
org.sourceforge.ifx.framework.element.ChksumAddRq,class,1,3529,0.916666666666667,2196,0.083333333333333,1333,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
com.browsersoft.aacs.LoginFilter,class,1,42761,0.952380952380952,13138,0.047619047619048,29623,6,5,1,0,3,3,3,3,0,0,0,0,0,68,GA
de.outstare.fortbattleplayer.gui.battlefield.Test,class,0.506740196078431,64630,0.293417366946779,69115,0.213322829131652,-4485,10,8,1,0,15,1,1,1,1,0,0,0,5,103,RANDOM
de.huxhorn.lilith.elementprocessors.LoggingEventThreadNameProcessor,class,0.987903225806452,75139,0.983870967741936,78052,0.004032258064516,-2913,6,19,1,0,8,0,5,4,0,1,0,0,0,110,RANDOM
mygrid.web._AvailableJobs,class,0.799985697940503,65808,0.762483654789147,65804,0.037502043151356,4,7,12,1,0,1,0,6,6,3,3,0,1,0,70,GA
macaw.presentationLayer.LoginDialog,class,0.175696286472149,78641,0.281114058355438,75471,-0.105417771883289,3170,7,13,1,0,38,5,10,5,0,12,1,1,7,219,GA
org.sourceforge.ifx.framework.complextype.PartyAcctRel_Type,class,1,5186,0.916666666666667,3254,0.083333333333333,1932,3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
fr.unice.gfarce.interGraph.CreerUnEtudiantAction,class,0.394258545979778,72463,0.030813673567646,68775,0.363444872412132,3688,4,19,2,0,16,0,2,2,0,3,0,1,1,101,GA
com.sap.netweaver.porta.ide.eclipse.server.ui.editor.SapNWInstanceEditorSection,class,0,87170,0.222222222222222,87934,-0.222222222222222,-764,11,5,2,0,21,1,3,3,0,1,0,0,2,76,RANDOM
net.sf.xisemele.exception.ParseXMLException,class,0.9375,68813,0.9,65815,0.0375,2998,1,1,5,0,0,0,1,1,0,1,0,1,0,21,GA
dsachat.gm.gui.InternalGmChatFrame,class,0.229896172642489,68671,0.152449260843367,74698,0.077446911799122,-6027,1,46,5,0,60,70,16,12,0,9,0,1,30,380,RANDOM
org.exolab.jms.net.invoke.LoggingCallback,class,0.958333333333333,67904,0.888888888888889,6156,0.069444444444444,61748,1,2,1,1,1,0,2,2,0,1,0,0,0,78,GA
org.sourceforge.ifx.framework.complextype.CustAuthModRq_Type,class,1,20740,0.96875,25216,0.03125,-4476,8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
org.sourceforge.ifx.framework.element.CustAddRq,class,1,3893,0.916666666666667,5597,0.083333333333333,-1704,1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
net.virtualinfinity.atrobots.robot.RobotScanResult,class,0.940625,82260,0.9125,56032,0.028125,26228,4,11,1,0,8,13,10,9,0,6,0,0,0,55,GA
com.allenstudio.ir.util.InspirentoUtilities,class,0.948911028730306,75490,0.938476433205349,16872,0.010434595524957,58618,0,10,1,0,10,6,4,4,4,0,0,0,5,119,GA
de.beiri22.filedp.FileDiffPatch,class,0.996394230769231,70335,0.755547866920047,70945,0.240846363849184,-610,1,14,1,0,15,6,4,4,4,0,0,0,11,109,RANDOM
org.sourceforge.ifx.framework.element.DebitRec,class,1,3443,0.916666666666667,2209,0.083333333333333,1234,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
net.sf.xbus.protocol.simple.SimpleTextMessage,class,1,23353,0.928571428571429,7834,0.071428571428571,15519,4,10,2,0,2,21,10,10,0,2,0,0,0,94,GA
org.sourceforge.ifx.framework.element.BankAcctStmtImgRevRs,class,1,4153,0.916666666666667,2271,0.083333333333333,1882,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
macaw.system.MacawException,class,0.958333333333333,66657,0.952380952380952,3789,0.005952380952381,62868,2,12,3,0,6,0,8,8,0,1,0,0,0,109,GA
net.sf.xbus.bootstrap.ReceiverServiceBootstrap,class,0.583333333333333,64587,0.619047619047619,69480,-0.035714285714286,-4893,0,6,1,0,8,6,4,3,4,1,0,1,11,60,RANDOM
org.sourceforge.ifx.framework.element.CreditMediaItemId,class,0.9375,62410,0.916666666666667,1635,0.020833333333333,60775,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.PassbkItemDetail_Type,class,1,6803,0.955555555555556,5388,0.044444444444444,1415,6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
net.virtualinfinity.atrobots.computer.Computer,class,0.738401994569758,139565,0.750175699665831,143431,-0.011773705096073,-3866,20,90,1,0,57,2446,76,71,0,20,0,0,3,322,RANDOM
de.huxhorn.lilith.swing.table.AccessEventViewTable,class,0.158482142857143,74468,0,95684,0.158482142857143,-21216,22,8,6,0,13,15,7,3,0,9,9,9,0,163,RANDOM
net.sf.sugar.fspath.OperationNotPermittedException,class,1,10070,1,6373,0,3697,0,3,3,0,0,3,3,3,0,0,0,0,0,51,GA
org.exolab.jms.net.ExceptionServiceImpl__Proxy,class,0.971153846153846,81960,0.644688644688645,74949,0.326465201465201,7011,4,36,2,0,3,37,11,11,0,10,0,10,0,137,GA
net.virtualinfinity.atrobots.computer.DecrementInstruction,class,1,51598,0.714285714285714,16367,0.285714285714286,35231,2,2,2,0,1,1,2,1,0,0,0,0,0,14,GA
org.jcvi.jillion.assembly.clc.cas.DefaultCasColorSpaceAlignmentScore,class,0.991666666666667,80533,0.947619047619047,13499,0.04404761904762,67034,2,11,1,0,8,0,11,11,0,2,0,0,0,75,GA
Joshua.FoxHunt.Landmark,class,1,34656,0.920454545454546,21715,0.079545454545454,12941,0,7,1,0,0,3,7,7,0,3,0,0,0,44,GA
org.petsoar.actions.cart.ListCart,class,0.958333333333333,69623,0.952380952380952,8506,0.005952380952381,61117,3,4,1,0,1,0,3,3,0,2,0,0,0,53,GA
org.sourceforge.ifx.framework.complextype.CardPrefRevRs_Type,class,1,19753,0.951388888888889,85154,0.048611111111111,-65401,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
de.huxhorn.lilith.swing.taskmanager.TaskManagerInternalFrame,class,0.791666666666667,73756,0.833333333333333,107232,-0.041666666666666,-33476,2,1,5,0,4,0,1,1,0,0,0,0,0,33,RANDOM
org.sourceforge.ifx.framework.element.DepBkOrdRec,class,1,3316,0.916666666666667,2199,0.083333333333333,1117,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
gui.StatsWindow,class,0.286931818181818,93857,0.323863636363636,70403,-0.036931818181818,23454,5,13,6,0,21,11,6,4,0,4,0,0,1,97,GA
net.sourceforge.schemaspy.model.RemoteTable,class,0.172916666666667,66406,0.345833333333333,67026,-0.172916666666666,-620,3,11,2,1,20,1,3,3,0,3,0,2,2,92,RANDOM
org.sourceforge.ifx.framework.element.ChkAcceptCanRs,class,1,4233,0.916666666666667,2646,0.083333333333333,1587,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.BankAcctStmtImgInqRq_Type,class,1,53379,0.972222222222222,91747,0.027777777777778,-38368,15,30,1,1,1,351,30,30,0,15,1,0,0,296,RANDOM
org.jcvi.jillion.assembly.consed.phd.DefaultPhd,class,0.838432909396819,148451,0.758125650685006,89392,0.080307258711813,59059,6,26,1,0,23,0,13,13,0,7,0,0,5,152,GA
com.browsersoft.openhre.hl7.impl.config.HL7DataTypeMapImpl,class,0.952917771883289,65802,0.913654951370469,6186,0.03926282051282,59616,2,12,1,0,12,0,8,8,0,1,0,0,0,72,GA
org.jcvi.jillion.internal.trace.chromat.abi.tag.rate.DefaultScanRateTaggedDataType,class,0.93452380952381,70366,0.772108843537415,21623,0.162414965986395,48743,8,4,2,0,6,6,4,3,0,0,0,0,1,64,GA
net.sourceforge.squirrel_sql.client.MultipleWindowsHandler,class,0.781746031746032,92105,0.650793650793651,96026,0.130952380952381,-3921,3,8,1,0,6,11,3,3,0,3,1,1,0,55,RANDOM
net.sf.sugar.fspath.xpath.RegexFunctionResolver,class,0.990384615384615,66299,0.989010989010989,9007,0.001373626373626,57292,1,4,1,0,2,0,2,2,0,1,0,0,0,54,GA
org.sourceforge.ifx.framework.complextype.PassbkInqRq_Type,class,1,18326,0.935897435897436,70100,0.064102564102564,-51774,15,30,1,1,1,351,30,30,0,15,1,0,0,296,RANDOM
net.sf.jniinchi.INCHI_KEY_STATUS,enum,0.939123376623376,68545,0.899814471243043,68678,0.039308905380333,-133,1,8,1,0,0,1,3,2,1,1,0,0,0,68,RANDOM
org.sourceforge.ifx.framework.element.DevCimOperation,class,1,3289,0.916666666666667,1746,0.083333333333333,1543,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
mindbright.ssh.SSHSCPGUIThread,class,0.374821643640946,168520,0.499374031539234,89433,-0.124552387898288,79087,6,58,1,0,49,62,14,10,3,21,0,0,13,409,GA
nu.staldal.lagoon.producer.XMLFormatter,class,0.398827539706323,74370,0.312945759664369,69873,0.085881780041954,4497,4,24,4,0,8,1,3,3,0,1,0,0,1,174,GA
macaw.util.DisplayableListPanel,class,0.693554089898744,73311,0.658072723439117,71822,0.035481366459627,1489,13,55,1,0,40,51,23,17,0,24,0,0,15,468,GA
org.sourceforge.ifx.framework.complextype.BaseEnvr_Type,class,1,21248,0.958333333333333,74180,0.041666666666667,-52932,10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
org.sourceforge.ifx.framework.element.DevAlmType,class,0.9375,62412,0.916666666666667,1511,0.020833333333333,60901,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
Newzgrabber.MessageDialog,class,0.421428571428571,82196,0,73273,0.421428571428571,8923,1,7,6,0,12,3,6,5,0,4,0,0,0,59,GA
net.sourceforge.squirrel_sql.client.gui.session.MainPanel,class,0.136201298701299,77244,0.363203463203463,82082,-0.227002164502164,-4838,10,43,5,0,65,0,17,9,0,10,0,3,7,343,RANDOM
Newzgrabber.SongInfo,class,0.885189393939394,83844,0.907662337662338,89535,-0.022472943722944,-5691,2,10,1,0,10,4,5,5,1,3,0,0,0,55,RANDOM
net.virtualinfinity.atrobots.atsetup.AtRobotMicrocodes,class,1,11964,1,3938,0,8026,0,0,1,0,0,0,0,0,0,6,6,6,0,33,GA
org.heal.servlet.userreview.ShowAllUserReviewAction,class,0.685290404040404,74134,0.28219696969697,71916,0.403093434343434,2218,9,6,1,0,11,1,2,2,0,0,0,0,3,42,GA
org.dom4j.xpp.ProxyXmlStartTag,class,0.895679732607864,96543,0.807772337679865,131629,0.087907394927999,-35086,6,53,1,0,24,0,27,27,0,2,0,0,3,248,RANDOM
org.sourceforge.ifx.framework.complextype.ForExRateInfo_Type,class,1,19192,0.958333333333333,15371,0.041666666666667,3821,8,16,1,1,1,78,16,16,0,8,1,0,0,170,GA
visu.handball.moves.model.TableHandballModel,class,0.952380952380952,143061,0.894720567652898,115760,0.057660384728054,27301,4,24,2,0,11,19,11,11,0,2,0,0,0,104,GA
Newzgrabber.BatchDriver,class,0.501058163650075,67923,0.497151913650075,65643,0.00390625,2280,4,24,1,0,20,0,4,4,0,8,0,0,6,151,GA
org.sourceforge.ifx.framework.element.CardPrefStatusModRs,class,1,3741,0.916666666666667,2264,0.083333333333333,1477,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.PmtAudRs_Type,class,1,22474,0.938271604938272,70553,0.061728395061728,-48079,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
net.sf.xisemele.impl.ValueImpl,class,0.759167038027332,85522,0.694481580510992,80315,0.06468545751634,5207,19,33,1,0,26,225,19,16,0,4,0,1,7,238,GA
net.sf.gaeappmanager.google.appengine.QuotaDetails,class,0.842633928571429,70244,0.82015306122449,66000,0.022480867346939,4244,2,8,1,0,2,9,6,6,0,3,0,0,0,36,GA
com.lts.EnumWrapper,class,0.5,62564,1,5452,-0.5,57112,1,2,1,0,0,1,2,2,0,0,0,0,0,43,GA
net.sf.xbus.base.core.TAManager,class,0.771590909090909,78295,0.687105429292929,68003,0.08448547979798,10292,2,20,1,0,23,0,10,9,2,3,0,2,6,164,GA
com.sap.netweaver.porta.core.nw7.FaultReasons,enum,0.845454545454545,67191,0.778787878787879,63834,0.066666666666666,3357,0,3,1,0,0,0,3,2,0,1,0,0,0,30,GA
org.sourceforge.ifx.framework.element.ChkOrdCanRq,class,1,4124,0.916666666666667,2103,0.083333333333333,2021,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.CreditAdviseRq_Type,class,1,21341,0.979166666666667,41881,0.020833333333333,-20540,8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
org.sourceforge.ifx.framework.complextype.CardPrefMsgRqInfo_Type,class,1,16351,0.958333333333333,76398,0.041666666666667,-60047,8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
net.sf.xbus.technical.database.DatabaseSender,class,0.357023239917977,83239,0.357023239917977,74991,0,8248,10,16,1,0,36,13,6,3,0,1,0,0,4,166,GA
com.lts.application.menu.ApplicationMenuBuilder,class,0.843579056336493,66160,0.762329056336493,72751,0.08125,-6591,3,9,2,0,9,4,4,0,0,1,0,0,1,132,RANDOM
org.sourceforge.ifx.framework.element.BillerMsgRqInfo,class,1,3387,0.916666666666667,2053,0.083333333333333,1334,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.ChkOrdAudRs,class,1,4498,0.916666666666667,2957,0.083333333333333,1541,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.DevAdviseRs,class,1,4426,0.916666666666667,2555,0.083333333333333,1871,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
de.huxhorn.lilith.swing.table.renderer.RequestUriRenderer,class,0.819390624058143,100073,0.798494320872838,104176,0.020896303185305,-4103,5,12,1,0,14,0,2,2,0,1,0,0,1,85,RANDOM
net.sourceforge.ext4j.taglib.tag.repeater.HeaderTemplateTag,class,0.781746031746032,69239,0.781746031746032,73585,0,-4346,4,4,2,0,3,0,1,1,0,1,0,1,0,32,RANDOM
net.sourceforge.schemaspy.util.ConsolePasswordReader,class,0.381944444444444,62627,0.611111111111111,63551,-0.229166666666667,-924,2,3,2,0,5,0,2,1,0,2,0,0,0,64,RANDOM
org.dom4j.tree.NamespaceCache,class,0.895075757575757,81508,0.880587121212121,85862,0.014488636363636,-4354,2,17,1,0,9,6,4,2,0,3,0,3,2,181,RANDOM
com.lts.application.data.plugable.XmlStorageMethod,class,0.853294334975369,121064,0.621627961529439,82564,0.23166637344593,38500,5,23,1,0,10,21,7,7,0,0,0,0,0,136,GA
org.sourceforge.ifx.framework.complextype.PmtStatus_Type,class,1,19381,0.993055555555556,70425,0.006944444444444,-51044,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
mindbright.ssh.SSHPropertyHandler,class,0.908873393491933,90128,0.883432946599477,73080,0.025440446892456,17048,0,17,1,0,0,96,16,16,0,7,0,0,0,81,GA
org.jcvi.jillion.assembly.util.AbstractCoverageMapBuilder,class,0,65865,0,64369,0,1496,5,50,1,0,54,297,34,3,0,7,0,0,1,224,GA
org.quickserver.util.xmlreader.ServerHooks,class,0.90625,71192,0.892857142857143,9961,0.013392857142857,61231,0,6,4,0,8,1,2,2,0,0,0,0,0,56,GA
Sender,class,0.812756734006734,72163,0.774579124579125,79338,0.038177609427609,-7175,6,11,1,0,17,0,1,1,1,0,0,0,2,131,RANDOM
com.browsersoft.jaas.AACSPrincipal,class,0.943509615384615,75504,0.891483516483516,16648,0.052026098901099,58856,1,10,1,2,3,0,5,5,0,1,0,0,0,118,GA
org.sourceforge.ifx.framework.complextype.XferFromSuptType,class,1,4890,0.916666666666667,5809,0.083333333333333,-919,3,6,1,1,1,3,6,6,0,3,1,0,0,80,RANDOM
org.sourceforge.ifx.framework.complextype.TINInfo_Type,class,1,4297,0.979166666666667,3698,0.020833333333333,599,4,8,1,2,1,10,8,8,0,4,1,0,0,98,GA
umd.cs.shop.JSListPairPlanTStateNodes,class,0.9875,77921,0.705555555555556,22187,0.281944444444444,55734,1,3,4,0,3,1,2,1,0,0,0,0,0,16,GA
org.sourceforge.ifx.framework.element.DevPlatformSource,class,1,56111,0.916666666666667,1607,0.083333333333333,54504,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
com.mentorgen.tools.util.profile.ClientHelper,class,1,30029,0.896358543417367,26758,0.103641456582633,3271,0,3,1,0,9,1,2,0,2,0,0,0,2,53,GA
org.petsoar.actions.order.EditOrder,class,0.892938311688312,90784,0.794426406926407,92692,0.098511904761905,-1908,4,8,1,0,1,0,6,6,0,3,0,0,0,66,RANDOM
org.fixsuite.message.view.LoadingSplashScreen,class,0.322916666666667,71737,0.395833333333333,72124,-0.072916666666666,-387,0,4,5,0,8,6,4,3,0,1,0,1,0,62,RANDOM
ghm.follow.gui.TabbedPane,class,0.518127699148247,77066,0.493127699148247,69707,0.025,7359,3,14,5,0,17,13,6,5,0,1,0,0,0,90,GA
com.imsmart.report.MReportCSV,class,0.9375,65600,0.9375,11415,0,54185,2,7,1,0,14,4,4,4,0,2,0,0,2,55,GA
org.sourceforge.ifx.framework.complextype.RecChkOrdSyncRs_Type,class,1,26744,0.925925925925926,69822,0.074074074074074,-43078,13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
org.sourceforge.ifx.framework.complextype.PmtEnclAdviseRs_Type,class,1,11869,0.972222222222222,71495,0.027777777777778,-59626,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
org.sourceforge.ifx.framework.complextype.EMVCardAdviseRq_Type,class,1,8728,0.979166666666667,5621,0.020833333333333,3107,4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
org.sourceforge.ifx.framework.complextype.SecObjInfo_Type,class,1,16376,0.96875,6429,0.03125,9947,8,16,1,1,1,78,16,16,0,8,1,0,0,170,GA
oasis.names.tc.ciq.xsdschema.xal._2.PostalRouteType,class,0.94758064516129,77868,0.930875576036866,66395,0.016705069124424,11473,4,25,1,0,0,145,22,22,0,14,0,0,0,469,GA
org.sourceforge.ifx.framework.element.BankAcctTrnImgMsgRqInfo,class,1,4052,0.916666666666667,2231,0.083333333333333,1821,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.dom4j.VisitorSupport,class,0,71616,0,68008,0,3608,11,11,1,0,0,55,11,11,0,0,0,0,0,77,GA
br.com.jnfe.base.FinNFe,enum,0.828125,63641,0.75,67419,0.078125,-3778,0,2,1,0,0,0,2,1,0,1,0,0,0,44,RANDOM
net.virtualinfinity.atrobots.atsetup.AtRobotRegister,enum,0.841666666666667,66510,0.807142857142857,69296,0.03452380952381,-2786,0,3,1,0,2,1,3,2,0,1,1,0,1,35,RANDOM
com.sap.managementconsole.soap.axis.sapcontrol.GCInfo,class,0.966692878377661,128394,0.907486785126537,124791,0.059206093251124,3603,7,45,1,0,23,439,35,35,3,17,0,1,0,480,GA
org.sourceforge.ifx.framework.element.DepAcctTrnInqRq,class,1,3499,0.916666666666667,2301,0.083333333333333,1198,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DesktopContainerFactory,class,0.90011961722488,109485,0.775850611376927,96807,0.124269005847953,12678,14,8,1,0,2,6,4,4,4,0,0,0,0,52,GA
org.quickserver.util.xmlreader.KeyStoreInfo,class,0.951754385964912,71988,0.944862155388471,10834,0.006892230576441,61154,0,14,1,0,7,15,7,7,0,3,0,0,0,110,GA
org.sourceforge.ifx.framework.element.CardPrefWithdrawal,class,1,6277,0.916666666666667,1837,0.083333333333333,4440,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.DepBkOrdId,class,1,28986,0.916666666666667,1715,0.083333333333333,27271,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
org.fixsuite.message.info.ValueInfo,class,1,9705,0.930555555555556,8162,0.069444444444444,1543,0,8,1,0,0,20,8,8,0,4,0,0,0,105,GA
org.asphodel.FtrConstants,class,1,7470,1,3710,0,3760,0,0,1,0,0,0,0,0,0,3,3,3,0,19,GA
org.dom4j.io.DispatchHandler,class,0.801834130781499,111925,0.778583532695375,101396,0.023250598086124,10529,3,21,1,1,14,0,11,11,0,6,0,0,0,226,GA
macaw.persistenceLayer.production.SetupCurationDatabase,class,0.370422400047245,97322,0.504972538829504,79074,-0.134550138782259,18248,17,30,1,0,51,0,12,7,1,15,0,0,18,399,GA
org.sourceforge.ifx.framework.complextype.StopChkAdviseRs_Type,class,1,17997,0.951388888888889,68493,0.048611111111111,-50496,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
org.sourceforge.ifx.framework.element.CreditAudRs,class,1,12619,0.916666666666667,2905,0.083333333333333,9714,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.dom4j.tree.ContentListFacade,class,0.83462756004041,135542,0.73910197958965,107203,0.09552558045076,28339,3,26,3,0,23,0,20,19,0,2,0,0,0,167,GA
net.sourceforge.ext4j.log.logback.RequestInfoExtractorFactory,class,0.510869565217391,68507,0.514492753623188,67150,-0.003623188405797,1357,3,11,1,0,8,4,5,1,5,1,0,1,5,49,GA
org.jcvi.jillion.internal.fasta.aa.CommentedAminoAcidSequenceFastaRecord,class,0.975,68631,0.933333333333333,6248,0.041666666666667,62383,2,4,2,0,2,4,4,4,0,1,0,0,0,44,GA
org.heal.servlet.userreview.ShowTop10Action,class,0.64702380952381,71536,0.647023809523809,71599,0,-63,9,3,1,0,7,1,2,2,0,0,0,0,0,36,RANDOM
osa.ora.server.beans.ServerSettingBean,class,0.93908345752608,77533,0.917084866733579,65732,0.021998590792501,11801,0,21,1,0,9,52,16,16,0,9,0,1,0,166,GA
org.sourceforge.ifx.framework.element.CompositePmtRemitInfo,class,1,3496,0.916666666666667,1890,0.083333333333333,1606,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.ChkIssueAddRs,class,1,13341,0.916666666666667,5574,0.083333333333333,7767,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.CustAddRq_Type,class,1,25397,0.978260869565217,45863,0.021739130434783,-20466,10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
uk.me.jockmacmad.jstate.tools.Statemachine2Java,class,0.417636257109377,70883,0.334441436696431,82847,0.083194820412946,-11964,6,20,1,0,39,34,9,1,1,3,0,2,1,192,RANDOM
de.huxhorn.lilith.swing.AboutDialog,class,0.3125,113235,0.5,104684,-0.1875,8551,4,9,6,0,14,1,2,2,0,3,0,0,0,90,GA
