TARGET,TYPE,COVERAGE_GA,TIME_GA,COVERAGE_RAND,TIME_RAND,DIF_COVERAGE,DIF_TIME,CBO,WNC,DIT,NOC,RFC,LCOM,NOM,NOPM,NOSM,NOF,NOPF,NOSF,NOSI,LOC
org.sourceforge.ifx.framework.element.CustType,class,1,18068,0.916666666666667,1618,0.083333333333333,11.1668726823239,1,2,5,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.CreditMediaItem,class,1,6718,0.916666666666667,1986,0.083333333333333,3.38267875125881,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.CustSyncRs_Type,class,1,33751,0.934782608695652,82313,0.065217391304348,0.410032437160594,11,22,1,1,1,171,22,22,0,11,1,0,0,224
visu.handball.moves.actions.PrintActualSequenzAction,class,1,30922,1,31092,0,0.994532355589862,3,2,4,0,5,1,2,1,0,0,0,0,3,38
org.javathena.login.sql.data.Auth_data_SQL,class,0.620560713233127,104417,0.469885478506168,97483,0.150675234726959,1.07113035093298,3,32,2,0,38,78,13,13,0,0,0,0,67,256
org.exolab.jms.net.RemoteClient,class,0.784090909090909,80304,0.745454545454545,76860,0.038636363636364,1.0448087431694,4,4,1,0,12,1,2,2,1,0,0,0,4,104
dsachat.Main,class,0.9,65375,0.925,70679,-0.025,0.924956493442182,4,5,1,0,5,0,1,1,1,1,1,1,1,40
org.jcvi.jillion.assembly.clc.cas.read.DefaultCasPlacedReadFromCasAlignmentBuilder,class,0.652429800591565,101402,0.548192861060508,89268,0.104236939531057,1.13592776806918,11,25,1,0,20,1,7,6,0,11,0,0,3,154
org.sourceforge.ifx.framework.element.ChkAcceptModRs,class,1,4080,0.916666666666667,2535,0.083333333333333,1.6094674556213,1,2,2,0,1,1,2,2,0,0,0,0,0,40
dsachat.share.hero.Hero,class,0.647680563711098,116545,0.604359953024075,118592,0.043320610687023,0.982739139233675,9,63,1,0,39,250,25,23,0,15,0,1,33,358
net.virtualinfinity.atrobots.interrupts.InvalidInterrupt,class,1,14640,1,20073,0,0.729337916604394,2,2,2,0,2,0,2,2,0,1,0,0,0,15
org.sourceforge.ifx.framework.element.ChkIssueModRq,class,1,7833,0.916666666666667,2230,0.083333333333333,3.51255605381166,1,2,2,0,1,1,2,2,0,0,0,0,0,40
com.lts.application.SimpleExceptionHandler,class,0.880952380952381,62943,0.863945578231292,67016,0.017006802721089,0.939223469022323,1,3,2,0,3,1,2,2,0,0,0,0,2,41
org.sourceforge.ifx.framework.element.DepBkOrdAdviseRs,class,1,3823,0.916666666666667,2460,0.083333333333333,1.55406504065041,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.heal.module.oai.provider.verb.ListSets,class,0.550448916408669,78552,0.431198584697037,71397,0.119250331711632,1.10021429471827,6,11,2,0,21,3,3,2,0,0,0,0,4,75
fr.pingtimeout.jtail.gui.controller.UpdateIndexFileWatcher,class,0.822303921568627,80207,0.796918767507003,81001,0.025385154061624,0.990197651880841,2,5,3,0,6,1,3,1,0,3,0,1,1,70
org.sourceforge.ifx.framework.element.BankAcctStmtImgMsgRqInfo,class,1,3691,0.916666666666667,2175,0.083333333333333,1.69701149425287,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.DevIdcType,class,0.9375,62470,0.916666666666667,1629,0.020833333333333,38.3486801718846,1,2,4,0,1,1,2,2,0,0,0,0,0,40
com.mentorgen.tools.profile.Controller,class,0.531325414781297,104337,0.433435681965094,109250,0.097889732816203,0.955029748283753,4,68,1,0,55,20,8,5,2,50,24,49,45,696
fr.pingtimeout.jtail.gui.controller.SelectIndexTypeListener,class,0.836507936507936,83209,0.813151927437642,80091,0.023356009070294,1.0389307163102,1,4,1,0,11,0,2,2,0,2,0,1,6,38
org.sourceforge.ifx.framework.complextype.DepApplicant_Type,class,1,17469,0.962962962962963,10725,0.037037037037037,1.62881118881119,4,8,1,1,1,10,8,8,0,4,1,0,0,98
org.sourceforge.ifx.framework.complextype.ContactInfo_Type,class,1,26161,0.94927536231884,20489,0.05072463768116,1.27683147054517,9,18,1,2,1,105,18,18,0,9,1,0,0,188
org.sourceforge.ifx.framework.complextype.ForExDealMsgRec_Type,class,1,15236,0.931372549019608,5878,0.068627450980392,2.59203810820007,6,12,1,1,1,36,12,12,0,6,1,0,0,134
jaw.entrada.Serializacao,class,0.84375,77120,0.6640625,14661,0.1796875,5.260214173658,2,4,1,0,4,2,4,4,0,4,2,0,0,53
net.sourceforge.schemaspy.model.View,class,0.166666666666667,63437,0,64074,0.166666666666667,0.990058370009676,2,13,2,0,14,4,4,3,0,1,0,0,1,91
visu.handball.moves.actions.PlaceBallAction,class,0.949330357142857,105529,0.91577380952381,91527,0.033556547619047,1.15298218012171,2,6,2,0,8,0,3,3,0,1,0,0,3,57
net.sf.xbus.technical.http.HTTPStreamSender,class,0.65,74520,0.6,74100,0.05,1.00566801619433,7,4,2,0,4,3,3,3,0,0,0,0,0,63
org.sourceforge.ifx.framework.element.DevRec,class,1,3568,0.916666666666667,5252,0.083333333333333,0.679360243716679,1,2,2,0,1,1,2,2,0,0,0,0,0,40
umd.cs.shop.JSListLogicalAtoms,class,0.681011624869383,99533,0.668008751306165,114659,0.013002873563218,0.868078388962053,5,37,4,2,22,9,10,8,0,3,0,0,10,191
org.jcvi.jillion.assembly.clc.cas.read.DefaultCasPlacedRead,class,0.8952812341692,128839,0.774858314336373,117732,0.120422919832827,1.09434138551965,6,31,1,0,15,54,17,16,0,5,0,0,1,167
com.sap.managementconsole.soap.axis.sapcontrol.LogFile,class,0.933602472089314,91803,0.882137161084529,83336,0.051465311004785,1.10160074877604,7,24,1,0,13,49,15,15,3,7,0,1,0,205
de.huxhorn.lilith.services.gotosrc.GoToSourceService,class,0.825021898391464,66646,0.766695864521952,70766,0.058326033869512,0.941779950823842,2,18,1,0,14,0,3,3,0,3,0,0,0,109
wheel.components.RenderableComponent,class,0.693188035104636,113465,0.507882998770395,82673,0.185305036334241,1.37245533608312,7,86,2,11,53,164,21,16,0,8,0,1,0,417
gui.gl.XithMapRenderer,class,0.135846066583608,105081,0.181128088778145,72641,-0.045282022194537,1.44657975523465,44,74,2,0,105,532,37,33,1,39,0,0,5,558
org.asphodel.parser.ContentParserException,class,1,11476,0.9,5750,0.1,1.99582608695652,0,4,3,0,0,6,4,4,0,0,0,0,0,62
visu.handball.moves.controller.HandballFileFilter,class,0.929166666666667,66239,0.929166666666667,9093,0,7.28461453865611,0,2,2,0,4,1,2,2,0,2,2,2,0,34
de.huxhorn.lilith.swing.statistics.TenHoursProducer,class,0.3078125,74507,0.0925,111693,0.2153125,0.667069556731398,6,4,2,0,23,1,2,2,0,0,0,0,0,91
com.sap.managementconsole.soap.axis.sapcontrol.J2EEProcess,class,0.948932662270045,150058,0.824526802506262,112126,0.124405859763783,1.3382979861941,8,51,1,0,24,439,35,35,3,17,0,1,0,509
bible.obj.ReferenceRange,class,0.974137931034483,71916,0.935960591133005,17246,0.038177339901478,4.17001043720283,3,7,1,0,3,21,7,7,0,3,1,1,1,39
org.quickserver.util.pool.thread.ClientThread,class,0.565573192239859,82859,0.503512219702696,84881,0.062060972537163,0.976178414486163,4,25,2,0,25,13,11,9,1,9,0,2,4,170
net.sourceforge.squirrel_sql.client.gui.util.ThreadCheckingRepaintManager,class,0.954545454545455,9680406,0.939393939393939,81069,0.015151515151516,119.409466010436,3,9,2,0,10,1,3,2,0,2,0,2,3,60
org.sourceforge.ifx.framework.complextype.ChkIssueAdviseRq_Type,class,1,21012,0.966666666666667,17722,0.033333333333333,1.18564496106534,5,10,1,1,1,21,10,10,0,5,1,0,0,116
net.sf.sugar.scl.IncludeValue,class,1,10751,0.972222222222222,5202,0.027777777777778,2.06670511341792,1,4,2,0,0,2,4,4,0,2,0,0,0,26
org.sourceforge.ifx.framework.complextype.FSPayee_Type,class,1,24330,0.974358974358974,12660,0.025641025641026,1.9218009478673,6,12,1,1,1,36,12,12,0,6,1,0,0,134
org.jcvi.jillion.assembly.tigr.contig.DefaultTigrContigFileDataStore,class,0.394301470588235,75896,0.45063025210084,75401,-0.056328781512605,1.00656489966977,11,8,1,0,6,13,6,5,1,3,0,0,2,74
jahuwaldt.plot.AxisLimitData,class,1,6165,1,4215,0,1.4626334519573,0,0,1,0,0,0,0,0,0,2,0,0,0,37
jaw.gui.GeradorGUI,class,0.377906976744186,84341,0.505813953488372,80814,-0.127906976744186,1.04364342811889,5,28,6,0,54,125,10,1,0,14,0,0,1,237
org.dom4j.rule.NullAction,class,1,16203,1,10882,0,1.48897261532806,3,1,1,0,0,0,1,1,0,1,1,1,0,60
org.sourceforge.ifx.framework.complextype.CreditMsgRec_Type,class,1,37967,0.947916666666667,81709,0.052083333333333,0.464661175635487,8,16,1,1,1,78,16,16,0,8,1,0,0,170
org.jcvi.jillion.assembly.ScaffoldUtil,class,0.395833333333333,66920,0.633333333333333,69428,-0.2375,0.963876245895028,4,2,1,0,7,1,2,1,1,0,0,0,1,40
net.sourceforge.schemaspy.view.ImageWriter,class,0.90625,63045,0.892857142857143,66063,0.013392857142857,0.954316334408065,2,3,2,0,2,3,3,2,1,1,0,1,0,36
com.sap.managementconsole.soap.axis.sapcontrol.J2EERemoteObject,class,0.955607204221895,110953,0.881918437478084,96959,0.073688766743811,1.14432904629792,7,39,1,0,18,235,27,27,3,13,0,1,0,382
org.sourceforge.ifx.framework.complextype.DebitRevRq_Type,class,1,14380,0.958333333333333,77471,0.041666666666667,0.185617844096501,8,16,1,1,1,78,16,16,0,8,1,0,0,170
wheel.components.RenderableComponentConfiguration,class,0.985795454545455,94608,0.970779220779221,12987,0.015016233766234,7.28482328482329,2,9,1,1,0,0,9,9,0,1,0,0,0,84
visu.handball.moves.views.AbstractPlayerDrawer,class,0.975,135791,0.855555555555556,83491,0.119444444444444,1.62641482315459,3,7,1,2,14,13,7,3,0,6,2,2,2,74
org.javathena.core.data.Socket_data,class,0.784061843565371,129256,0.770692319014928,115919,0.013369524550443,1.11505447769563,6,64,2,0,25,679,43,43,0,18,0,1,1,378
com.sap.managementconsole.soap.axis.sapcontrol.holders.STATECOLORHolder,class,1,12731,1,6422,0,1.98240423544067,1,2,1,0,0,1,2,2,0,1,1,0,0,25
net.sf.xisemele.impl.ResultImpl,class,0.186259920634921,70427,0.298015873015873,69335,-0.111755952380952,1.01574962140333,6,10,1,0,16,0,8,7,0,7,0,1,1,135
macaw.persistenceLayer.demo.InMemoryOntologyTermManager,class,0.83321562110511,75446,0.815974241794765,74367,0.017241379310345,1.01450912367045,6,23,2,0,27,0,11,9,0,2,0,0,5,215
com.browsersoft.openhre.hl7.impl.config.HL7MessageMapImpl,class,0.945924764890282,89369,0.924144461859979,13247,0.021780303030303,6.74635766588662,2,12,1,0,12,0,8,8,0,1,0,0,0,72
org.jcvi.jillion.assembly.clc.cas.consed.PhdReadRecord,class,0.930499325236167,95478,0.892266724503566,83167,0.038232600732601,1.14802746281578,6,16,1,0,8,0,9,9,0,2,0,0,0,99
de.huxhorn.lilith.swing.SplashScreen,class,0.276785714285714,90590,0.303571428571429,94160,-0.026785714285715,0.962085811384877,3,17,8,0,29,4,8,6,0,4,0,0,1,119
glengineer.agents.ParallelGroupAgent,class,0.720475841106802,89895,0.607750610148682,93115,0.11272523095812,0.965419105407292,10,24,4,0,13,105,15,15,0,0,0,0,0,186
com.browsersoft.aacs.SimpleUserMgr,class,0.360505449894478,89595,0.458948998039588,90197,-0.09844354814511,0.99332572036764,9,97,1,0,69,35,26,25,3,12,0,4,4,581
org.sourceforge.ifx.framework.complextype.CustSvcStatus_Type,class,1,24648,0.972222222222222,14125,0.027777777777778,1.74499115044248,6,12,1,1,1,36,12,12,0,6,1,0,0,134
simulator.CA.BehaviourReceiveSavePersonalDataRequest,class,0.679586038961039,70121,0.572781385281385,79494,0.106804653679654,0.882091730193474,12,8,2,0,13,0,2,2,0,4,0,1,0,56
org.dom4j.bean.BeanAttributeList,class,0.886491228070175,139599,0.766146318176393,101513,0.120344909893782,1.37518347403781,5,25,3,0,14,63,18,17,0,3,0,0,1,156
org.dom4j.jaxb.JAXBSupport,class,0.394927536231884,79398,0.623792270531401,71593,-0.228864734299517,1.10901903817412,2,11,1,3,11,15,7,2,0,5,0,0,2,119
macaw.system.SessionProperties,class,0.9375,62924,0.928571428571429,2986,0.008928571428571,21.073007367716,3,6,1,0,3,3,6,6,0,11,7,7,0,100
net.sourceforge.ext4j.log.log4j.ExtrasPatternParser,class,1,23307,1,75892,0,0.30710746850788,5,7,2,0,5,1,2,1,0,0,0,0,2,30
net.sf.xbus.technical.misc.PingSender,class,0.95,66488,0.914285714285714,2794,0.035714285714286,23.7967072297781,3,3,1,0,0,3,3,3,0,1,0,0,0,31
de.huxhorn.lilith.debug.AbstractDebugRunnable,class,0.831439393939394,88927,0.775252525252525,219431,0.056186868686869,0.405261790722368,2,7,1,8,5,4,4,4,0,2,0,0,1,51
org.jcvi.jillion.assembly.consed.ace.AbstractAceContigBuilderVisitor,class,0,70289,0,70867,0,0.991843876557495,12,28,1,0,27,107,19,14,0,13,0,0,9,267
geo.google.datamodel.GeoAddressAccuracy,enum,0.904411764705882,68173,0.873949579831933,70705,0.030462184873949,0.964189236970511,1,13,1,0,1,4,4,3,1,1,0,0,0,52
org.sourceforge.ifx.framework.element.DepMatureDt,class,1,3058,0.583333333333333,1607,0.416666666666667,1.90292470441817,1,2,4,0,1,1,2,2,0,0,0,0,0,40
net.sourceforge.schemaspy.view.DotConnectorFinder,class,0.238700858250277,63721,0.177562885619364,69189,0.061137972630913,0.920970096402607,4,26,1,0,11,10,5,3,1,1,0,1,0,105
com.sap.engine.services.dc.wsgate.Option,class,0.92575856562137,86370,0.870364609258338,83127,0.055393956363032,1.03901259518568,7,19,1,0,10,19,11,11,3,5,0,1,0,146
org.jcvi.jillion.internal.trace.chromat.scf.section.Section,enum,1,2165,1,646,0,3.35139318885449,0,0,1,0,0,0,0,0,0,0,0,0,0,58
org.petsoar.order.DefaultOrderProcessing,class,0.680555555555555,90871,0.73015873015873,83366,-0.049603174603175,1.09002471031356,4,5,1,0,4,0,5,5,0,1,0,0,0,52
net.virtualinfinity.atrobots.interrupts.ZeroMemoryCellsInterrupt,class,0.975,76677,0.855555555555556,20959,0.119444444444444,3.65842836013169,2,3,2,0,1,0,2,2,0,1,0,0,0,17
org.sourceforge.ifx.framework.complextype.DepAppCanRq_Type,class,1,10888,0.958333333333333,18499,0.041666666666667,0.588572355262447,6,12,1,1,1,36,12,12,0,6,1,0,0,134
org.sourceforge.ifx.framework.element.ChkOrdSyncRq,class,1,6620,0.916666666666667,1985,0.083333333333333,3.33501259445844,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.DevPtrMedia,class,1,6360,0.916666666666667,1620,0.083333333333333,3.92592592592593,1,2,4,0,1,1,2,2,0,0,0,0,0,40
org.asphodel.search.FtrRecord,class,1,39781,0.827840909090909,13080,0.172159090909091,3.04136085626911,1,11,1,0,3,35,11,10,0,5,0,0,0,54
org.dom4j.xpath.DefaultNamespaceContext,class,0.986111111111111,74991,0.907936507936508,49675,0.078174603174603,1.50963261197786,6,10,1,0,5,0,3,3,1,1,0,0,0,88
net.sf.xbus.application.Router,class,0.339958246648174,70659,0.188523710455056,63707,0.151434536193118,1.10912458599526,4,25,1,0,32,26,9,4,0,4,1,1,13,319
jigl.image.ColorModel,enum,1,1007,1,1083,0,0.929824561403509,0,0,1,0,0,0,0,0,0,0,0,0,0,25
org.jcvi.jillion.internal.trace.chromat.scf.PrivateDataImpl,class,0.970967741935484,65526,0.966820276497696,10283,0.004147465437788,6.37226490323836,2,6,1,0,4,0,4,4,0,1,0,0,4,78
com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,class,0.942823350228117,113158,0.867463617032398,107710,0.075359733195719,1.05058026181413,8,32,1,0,19,157,23,23,3,11,0,1,0,312
org.sourceforge.ifx.framework.complextype.CustSvcMsgRec_Type,class,1,30839,0.988095238095238,25260,0.011904761904762,1.22086302454473,7,14,1,1,1,55,14,14,0,7,1,0,0,152
org.sourceforge.ifx.framework.element.DebitAuthAddRq,class,1,3776,0.916666666666667,2571,0.083333333333333,1.46868922598211,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.BillSummAmt,class,1,3195,0.916666666666667,1815,0.083333333333333,1.7603305785124,1,2,2,0,1,1,2,2,0,0,0,0,0,40
com.imsmart.servlet.HTMLFilter,class,0.995689655172414,67652,0.995073891625616,15606,0.000615763546798,4.33499935922081,1,7,1,0,5,0,1,1,1,0,0,0,0,59
com.sap.managementconsole.soap.axis.saphostcontrol.Property,class,0.907525211069418,86231,0.854027070490485,80229,0.053498140578933,1.07481085393062,7,19,1,0,10,19,11,11,3,5,0,1,0,146
org.sourceforge.ifx.framework.complextype.PmtRemitDetail_Type,class,1,5075,0.958333333333333,7229,0.041666666666667,0.70203347627611,4,8,1,1,1,10,8,8,0,4,1,0,0,98
net.virtualinfinity.atrobots.computer.WritePortInstruction,class,0.84375,78795,0.625,72471,0.21875,1.08726249120338,2,2,2,0,1,1,2,1,0,0,0,0,0,14
org.jcvi.jillion.assembly.consed.ace.HighLowPhdAceContigVisitor,class,0.60182456603331,73233,0.462687661271405,80786,0.139136904761905,0.906506077785755,12,18,3,0,20,10,9,8,0,10,2,2,4,119
com.sap.managementconsole.soap.axis.sapcontrol.InstanceProperty,class,0.923492943546862,87705,0.862481104052668,75886,0.061011839494194,1.15574677806183,7,22,1,0,11,32,13,13,3,6,0,1,0,178
net.virtualinfinity.atrobots.arena.SimulationFrame,class,1,25949,0.96875,11743,0.03125,2.20974197394192,4,9,1,0,4,1,7,6,0,4,0,0,0,47
org.jcvi.jillion.assembly.consed.nav.ConsensusNavigationElement,class,0.9375,87753,0.875,23631,0.0625,3.71346959502349,5,5,2,0,4,6,4,4,2,0,0,0,2,100
org.templateit.NamedStyle,class,0.982142857142857,71921,0.969387755102041,11176,0.012755102040816,6.43530780243379,0,8,1,0,2,16,8,8,0,4,0,0,0,56
org.sourceforge.ifx.framework.complextype.PassbkItemAddRs_Type,class,1,11121,0.962121212121212,74609,0.037878787878788,0.149057084265973,11,22,1,1,1,171,22,22,0,11,1,0,0,224
org.jcvi.jillion.assembly.util.consensus.ChurchillWatermanConsensusCaller,class,0.975,71328,0.914285714285714,4481,0.060714285714286,15.9178754742245,5,2,3,0,2,1,2,1,0,1,0,1,1,58
simulator.SA.SimulationAgent,class,0.433583746024739,80825,0.351822068146136,84108,0.081761677878603,0.960966852142483,42,94,6,0,107,0,21,7,0,50,17,36,6,749
net.sourceforge.schemaspy.model.Table,class,0.160958946535636,68575,0.03510889586391,75611,0.125850050671726,0.906944756715293,13,219,4,3,148,1576,62,47,1,20,0,4,16,1097
de.outstare.fortbattleplayer.Applet,class,0.296875,71659,0,78236,0.296875,0.915933841198425,6,8,6,0,24,0,4,3,0,3,0,2,3,88
org.jcvi.jillion.internal.trace.chromat.scf.header.DefaultSCFHeader,class,0.99951171875,81918,0.970132958074534,82945,0.029378760675466,0.987618301283983,2,24,1,0,12,211,22,22,0,10,0,0,11,209
gui.PlayerPanel,class,0.333091804683038,95971,0.303533491066329,70590,0.029558313616709,1.35955517778722,5,16,5,0,29,0,4,3,1,11,0,0,4,185
oasis.names.tc.ciq.xsdschema.xal._2.Thoroughfare,class,0.935336879432624,112299,0.844683405277005,92693,0.090653474155619,1.21151543266482,17,89,1,0,0,2582,77,77,0,47,0,0,0,1593
org.sourceforge.ifx.framework.complextype.DevSiuRemoteStatus_Type,class,1,14446,0.979166666666667,9076,0.020833333333333,1.59167033935654,4,8,1,1,1,10,8,8,0,4,1,0,0,98
org.sourceforge.ifx.framework.complextype.TerminalSPObjMsgRec_Type,class,1,5799,0.933333333333333,7538,0.066666666666667,0.769302202175643,5,10,1,1,1,21,10,10,0,5,1,0,0,116
org.sourceforge.ifx.framework.element.DevChkMedia,class,1,21111,0.916666666666667,1622,0.083333333333333,13.0154130702836,1,2,4,0,1,1,2,2,0,0,0,0,0,40
net.sourceforge.squirrel_sql.client.gui.HtmlViewerSheet,class,0.229166666666667,85829,0.375,83187,-0.145833333333333,1.03175977015639,3,6,6,0,10,0,4,3,0,2,0,0,0,79
net.sf.xbus.base.xml.XParserErrorHandler,class,0.633928571428571,66761,0.678571428571429,65024,-0.044642857142858,1.02671321358268,2,3,1,0,4,3,3,3,0,0,0,0,2,51
org.sourceforge.ifx.framework.element.BranchId,class,1,3490,0.916666666666667,1747,0.083333333333333,1.9977103606182,1,2,4,0,1,1,2,2,0,0,0,0,0,40
de.huxhorn.lilith.swing.filefilters.Mp3FileFilter,class,0.904861111111111,64722,0.904861111111111,68120,0,0.950117439812096,0,2,2,0,5,1,2,2,0,0,0,0,0,32
net.sourceforge.nekomud.nio.Connection,class,0.326074107435015,68671,0.078538475724051,69418,0.247535631710964,0.989239102250137,1,16,1,0,24,9,6,4,0,6,0,2,3,103
simulator.CA.BehaviourLaunchGUI,class,0.686821219715957,73357,0.573338107172694,81642,0.113483112543263,0.898520369417702,11,8,2,0,12,0,2,2,0,4,0,1,0,54
com.lts.application.swing.ApplicationCheckedAction,class,0,62056,0,65549,0,0.946711620314574,0,3,1,0,2,1,2,2,0,0,0,0,1,38
wheel.MultipartEngineImpl,class,0.416254456327986,85137,0.358333333333333,71170,0.057921122994653,1.19624841927779,9,8,3,0,10,1,3,2,0,1,0,0,0,68
org.sourceforge.ifx.framework.complextype.PaidCurAmt_Type,class,1,3170,1,3855,0,0.82230869001297,1,2,2,2,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.City,class,1,3205,0.916666666666667,1619,0.083333333333333,1.97961704756022,1,2,4,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.PmtLegalRpt_Type,class,1,11628,0.966666666666667,8066,0.033333333333333,1.44160674435904,7,14,1,1,1,55,14,14,0,7,1,0,0,152
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.VerticalToggleButton,class,0.77801724137931,78081,0.844827586206896,72012,-0.066810344827586,1.0842776203966,1,3,6,0,24,3,2,2,1,2,0,2,1,51
umd.cs.shop.JSListPlanningProblem,class,0.9375,75857,0.916666666666667,10451,0.020833333333333,7.25834848339872,1,3,4,0,3,1,2,1,0,0,0,0,0,18
org.sourceforge.ifx.framework.complextype.RemitSyncRq_Type,class,1,6776,1,16510,0,0.410417928528165,7,14,1,1,1,55,14,14,0,7,1,0,0,152
org.jcvi.jillion.internal.fasta.AbstractResuseableFastaRecordVisitor,class,0,65468,0,62056,0,1.05498259636457,1,5,1,0,3,4,5,5,0,3,0,0,0,59
org.jcvi.jillion.internal.core.util.ComparableComparator,class,0.975,68238,0.942857142857143,6241,0.032142857142857,10.9338247075789,2,2,1,0,1,1,2,2,1,1,0,1,0,44
macaw.io.ImportCategoryStates,class,0.830357142857143,70801,0.73469387755102,66818,0.095663265306123,1.05960968601275,1,5,1,0,5,0,3,3,0,1,0,0,0,91
org.sourceforge.ifx.framework.complextype.Status_Type,class,1,8068,0.981481481481482,7771,0.018518518518518,1.03821901943122,8,16,1,1,1,78,16,16,0,8,1,0,0,170
org.sourceforge.ifx.framework.element.AgentId,class,0.9375,62443,0.916666666666667,1671,0.020833333333333,37.3686415320168,1,2,4,0,1,1,2,2,0,0,0,0,0,40
oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareNameType,class,0.966666666666667,72706,0.952380952380952,6371,0.014285714285715,11.4120232302621,0,7,1,0,0,15,7,7,0,4,0,0,0,135
org.dom4j.dom.DOMNodeHelper,class,0.815951892840806,159052,0.734774343921205,155687,0.081177548919601,1.02161387912928,17,128,1,0,46,1225,48,47,45,1,1,1,21,471
org.sourceforge.ifx.framework.element.DepAcctRec,class,1,3328,0.916666666666667,1801,0.083333333333333,1.84786229872293,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.quickserver.util.io.ByteBufferOutputStream,class,0.589605898401672,103355,0.547130793567578,90593,0.042475104834094,1.14087181128785,4,59,2,0,37,0,15,13,2,6,0,1,2,251
net.sf.xbus.sample.JavaTransformerSample,class,0.9375,68047,0.928571428571429,3080,0.008928571428571,22.0931818181818,1,1,1,0,1,0,1,1,0,0,0,0,0,20
org.sourceforge.ifx.framework.complextype.DepAcctTrnRec_Type,class,1,33308,0.951754385964912,83778,0.048245614035088,0.397574542242593,14,28,1,1,1,300,28,28,0,14,1,0,0,278
org.sourceforge.ifx.framework.element.CVMRslts,class,1,2780,0.916666666666667,1609,0.083333333333333,1.727781230578,1,2,5,0,1,1,2,2,0,0,0,0,0,40
macaw.presentationLayer.MacawVariableBrowser,class,0.35308835478937,74327,0.257925152726313,67878,0.095163202063057,1.09500869206518,16,46,1,0,65,0,19,5,1,12,0,0,21,463
dash.examples.producerConsumer.Main,class,0.540151515151515,66481,0.490151515151515,66978,0.05,0.992579653020395,6,7,1,0,4,4,4,1,1,1,0,0,0,49
org.sourceforge.ifx.framework.element.CustPayeeInqRq,class,1,3500,0.916666666666667,2260,0.083333333333333,1.54867256637168,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.jcvi.jillion.assembly.tigr.contig.LargeTigrContigFileDataStore,class,0.336528822055138,127112,0.348498083443904,161614,-0.011969261388766,0.786516019651763,21,40,2,0,16,276,24,22,0,11,0,1,7,226
net.sourceforge.squirrel_sql.client.gui.db.BaseList,class,0.145662568306011,77734,0.055100182149363,73290,0.090562386156648,1.06063583026334,5,29,1,2,31,71,14,7,0,3,0,0,2,143
org.exolab.jms.tools.db.SchemaConverterFactory,class,0.975,115654,0.79047619047619,102484,0.18452380952381,1.12850786464229,3,5,1,0,1,0,1,1,1,3,0,3,0,75
net.virtualinfinity.atrobots.compiler.AtRobotCompiler,class,0.958333333333333,87914,0.607482993197279,71261,0.350850340136054,1.2336902372967,2,6,1,0,7,10,5,5,0,0,0,0,0,69
src.SAXParser,class,0.682017543859649,70609,0.779448621553885,66310,-0.097431077694236,1.06483185039964,2,4,1,0,3,1,2,2,2,0,0,0,0,40
org.sourceforge.ifx.framework.element.BinData,class,0.9375,62369,0.916666666666667,1742,0.020833333333333,35.8030998851894,1,2,3,0,1,1,2,2,0,0,0,0,0,40
org.jcvi.jillion.core.residue.nt.DefaultReferenceEncodedNucleotideSequence,class,0.867212858926342,137286,0.703099533893073,77237,0.164113325033269,1.77746416872742,10,66,2,0,69,126,25,14,0,6,0,1,27,427
com.sap.netweaver.porta.core.NotAuthorizedException,class,1,6370,1,5310,0,1.19962335216573,1,4,4,0,0,6,4,4,0,1,0,1,0,52
org.sourceforge.ifx.framework.complextype.TaxInfo_Type,class,1,5194,0.966666666666667,4697,0.033333333333333,1.10581222056632,5,10,1,2,1,21,10,10,0,5,1,0,0,116
src.RollEvent,class,0.684921962095875,72929,0.595954769867813,64550,0.088967192228062,1.12980635166538,3,12,1,0,21,3,3,3,1,1,0,0,1,69
net.sf.xbus.technical.as400.AS400ByteArrayListSender,class,0.1875,72513,0,64108,0.1875,1.13110688213639,11,7,3,0,9,6,4,3,0,0,0,0,0,150
org.sourceforge.ifx.framework.complextype.DebitAuthRec_Type,class,1,7212,0.916666666666667,8574,0.083333333333333,0.841147655703289,4,8,1,1,1,10,8,8,0,4,1,0,0,98
org.sourceforge.ifx.framework.complextype.DiscInqRs_Type,class,1,30858,0.953125,25920,0.046875,1.19050925925926,13,26,1,1,1,253,26,26,0,13,1,0,0,260
sbmlreader2.SBMLFilter,class,0.85952380952381,81759,0.84702380952381,79629,0.0125,1.02674904871341,4,9,2,0,7,1,3,3,0,3,0,3,2,121
